already_rejected,collision,not_in_library,out_of_bounds,prompt,structure_id
53.0,29.0,,,"Automobile shaped with sharp angles, a flat roof, recessed windows, and a distinctly elevated rectangular hood at the front.",9717aee4-4122-4c45-a6e1-8ec4090fbdee
84.0,36.0,2.0,,"A compact vehicle featuring a flat, rectangular roof, angular front with tiered layers, recessed side sections, and a boxy elevated hood. The rear has a squared finish, while the sides are defined by distinct stepped patterns.",9717aee4-4122-4c45-a6e1-8ec4090fbdee
324.0,58.0,,,"Car with a compact, geometric form and angular surfaces.",d6aec9c1-4abd-4b5d-92d9-9a87771676fc
142.0,22.0,,,Compact automobile featuring angular contours and a geometric profile with elevated segments.,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
274.0,103.0,,,"Car with a flat top, angular front, recessed sides, and a slightly elevated hood.",d6aec9c1-4abd-4b5d-92d9-9a87771676fc
90.0,23.0,,,"Automobile shaped with sharp angles, a flat roof, recessed windows, and a distinctly elevated rectangular hood at the front.",d6aec9c1-4abd-4b5d-92d9-9a87771676fc
33.0,4.0,,,"A compact vehicle featuring a flat, rectangular roof, angular front with tiered layers, recessed side sections, and a boxy elevated hood. The rear has a squared finish, while the sides are defined by distinct stepped patterns.",d6aec9c1-4abd-4b5d-92d9-9a87771676fc
173.0,19.0,,,Compact car with distinct rectangular blocks and layered structure.,1f01953e-3002-49cc-b3f7-be1368cac3fc
29.0,10.0,,,Compact vehicle featuring a tiered rectangular form and blocky contours.,1f01953e-3002-49cc-b3f7-be1368cac3fc
93.0,11.0,,,"A block-shaped car with a squared-off roof, outlined sides, and a defined hood.",1f01953e-3002-49cc-b3f7-be1368cac3fc
99.0,14.0,,,"Squared vehicle with a defined hood, layered roof, and tiered body. The squared-off roof aligns with contoured sides connected to a solid base.",1f01953e-3002-49cc-b3f7-be1368cac3fc
29.0,14.0,,,"A vehicle constructed with a boxy hood, layered roof, and protruding elements on the rear. The roof runs parallel to the ground, connecting to squared sides and a streamlined front.",1f01953e-3002-49cc-b3f7-be1368cac3fc
401.0,36.0,,,Compact car with distinct rectangular blocks and layered structure.,4f98eb30-459d-4221-b995-8b63c9a3d003
,1.0,,,Compact vehicle featuring a tiered rectangular form and blocky contours.,4f98eb30-459d-4221-b995-8b63c9a3d003
16.0,7.0,,,"A block-shaped car with a squared-off roof, outlined sides, and a defined hood.",4f98eb30-459d-4221-b995-8b63c9a3d003
281.0,62.0,,,"Squared vehicle with a defined hood, layered roof, and tiered body. The squared-off roof aligns with contoured sides connected to a solid base.",4f98eb30-459d-4221-b995-8b63c9a3d003
269.0,54.0,,,"A vehicle constructed with a boxy hood, layered roof, and protruding elements on the rear. The roof runs parallel to the ground, connecting to squared sides and a streamlined front.",4f98eb30-459d-4221-b995-8b63c9a3d003
,3.0,,,Compact car with angular roof and blocky structure.,1b00bc94-c6c7-43ed-996d-f8af0d285655
11.0,7.0,,,Angular compact car with layered roof and squared sides.,1b00bc94-c6c7-43ed-996d-f8af0d285655
22.0,10.0,,,Boxy car featuring a stepped roof and squared rear.,1b00bc94-c6c7-43ed-996d-f8af0d285655
212.0,24.0,,,"A car with a tiered roof and block-like geometric layout. The roof cascades downward, meeting sharply angled side structures.",1b00bc94-c6c7-43ed-996d-f8af0d285655
63.0,14.0,,,"A compact car with a layered roof, forming distinct steps. The front exhibits a boxy contour, while the rear end is squared. The top transitions into angular side panels, creating a cohesive geometric form.",1b00bc94-c6c7-43ed-996d-f8af0d285655
97.0,14.0,,,Compact car with angular corners and rectangular contours.,7eae66e1-733c-4230-be9a-04bbf40c9216
8.0,10.0,,,The car features a boxy shape with a sloped hood and roof.,7eae66e1-733c-4230-be9a-04bbf40c9216
299.0,66.0,,,"A box-shaped car with an angular roof, sloped hood, and pronounced rear.",7eae66e1-733c-4230-be9a-04bbf40c9216
,6.0,,,"This angular car has a rectangular body with a sloped front, defined roofline, and squared-off rear. ",7eae66e1-733c-4230-be9a-04bbf40c9216
210.0,20.0,,,"The compact car displays a rectangular body with a sloped hood leading to an angular roofline. The front and rear are squared with horizontal layers creating a textured surface. Openings on the sides suggest windows, and there are distinct contours across the top and sides.",7eae66e1-733c-4230-be9a-04bbf40c9216
32.0,6.0,,,Compact car with angular corners and rectangular contours.,8cfad93c-ba8d-46aa-95e2-037fa71a0805
212.0,26.0,,,The car features a boxy shape with a sloped hood and roof.,8cfad93c-ba8d-46aa-95e2-037fa71a0805
156.0,32.0,,,"A box-shaped car with an angular roof, sloped hood, and pronounced rear.",8cfad93c-ba8d-46aa-95e2-037fa71a0805
430.0,158.0,,,"This angular car has a rectangular body with a sloped front, defined roofline, and squared-off rear. ",8cfad93c-ba8d-46aa-95e2-037fa71a0805
96.0,22.0,,,"The compact car displays a rectangular body with a sloped hood leading to an angular roofline. The front and rear are squared with horizontal layers creating a textured surface. Openings on the sides suggest windows, and there are distinct contours across the top and sides.",8cfad93c-ba8d-46aa-95e2-037fa71a0805
223.0,45.0,,,"Compact car with geometric, rectangular structure and blocky design.",a4d7b924-e8e1-4990-82bb-28f441108428
116.0,48.0,,,A small automobile featuring a rectangular form with block-like extremities.,a4d7b924-e8e1-4990-82bb-28f441108428
63.0,23.0,,,"Compact vehicle displaying a blocky, rectangular shape with pronounced edges and corners.",a4d7b924-e8e1-4990-82bb-28f441108428
9.0,10.0,,,"A boxy car form with layered rectangular sections and blocky, protruding elements.",a4d7b924-e8e1-4990-82bb-28f441108428
281.0,49.0,,,"Vehicle with a blocky, rectangular body, layered roof, distinct front and rear sections, and square-like edges.",a4d7b924-e8e1-4990-82bb-28f441108428
173.0,55.0,,,Compact car with rectangular and blocky components.,ca1662a3-205d-4277-9b8d-31bb2718d3d8
247.0,25.0,,,The compact vehicle features a blocky profile with a flat roof.,ca1662a3-205d-4277-9b8d-31bb2718d3d8
132.0,6.0,,,"A small car composed of interconnected rectangular and cuboid elements, with a flat elongated base.",ca1662a3-205d-4277-9b8d-31bb2718d3d8
107.0,17.0,,,"The automobile displays a rectilinear shape with a blocky front, flat roof, rounded rear, and protruding elements on the surface.",ca1662a3-205d-4277-9b8d-31bb2718d3d8
88.0,15.0,,,"This vehicle is built with an elongated rectangular base, blocky front and rear sections, and a series of protruding rectangular components forming a low-profile shape. The roof is flat and rectangular, while the sides are straight with a slight taper towards the end.",ca1662a3-205d-4277-9b8d-31bb2718d3d8
107.0,28.0,,,Compact vehicle with angular contours and stepped roof.,404bd530-2e23-4f72-88a3-18b636f1c433
77.0,46.0,,,A small automobile exhibiting angular sides and a multi-tiered roofline.,404bd530-2e23-4f72-88a3-18b636f1c433
11.0,8.0,,,"A compact car with vertically structured sides and a stepped roof design, featuring squared contours and recessed wheel areas.",404bd530-2e23-4f72-88a3-18b636f1c433
397.0,116.0,,,"The vehicle consists of sharply defined sides and a tiered roofline, featuring a recessed section on each side where wheels would be, and a compact rear extension.",404bd530-2e23-4f72-88a3-18b636f1c433
4.0,7.0,,,"This automobile is compact with angular, stepped sides leading up to a multi-tiered roof. The car's structure reveals recessed sections near where wheels are positioned and a distinct extension at the rear, creating a cohesive angular form throughout.",404bd530-2e23-4f72-88a3-18b636f1c433
13.0,11.0,,,Compact vehicle with angular contours and stepped roof.,bddffc21-533a-4520-8eae-18bdc434c4bf
185.0,39.0,,,A small automobile exhibiting angular sides and a multi-tiered roofline.,bddffc21-533a-4520-8eae-18bdc434c4bf
1214.0,288.0,,,"A compact car with vertically structured sides and a stepped roof design, featuring squared contours and recessed wheel areas.",bddffc21-533a-4520-8eae-18bdc434c4bf
441.0,70.0,,,"The vehicle consists of sharply defined sides and a tiered roofline, featuring a recessed section on each side where wheels would be, and a compact rear extension.",bddffc21-533a-4520-8eae-18bdc434c4bf
197.0,51.0,,,"This automobile is compact with angular, stepped sides leading up to a multi-tiered roof. The car's structure reveals recessed sections near where wheels are positioned and a distinct extension at the rear, creating a cohesive angular form throughout.",bddffc21-533a-4520-8eae-18bdc434c4bf
326.0,78.0,,,Car with a rectangular body and smooth curved edges.,a7830331-8c9d-4b1f-919a-7c6d09dca6ae
50.0,28.0,,,Automobile featuring rectangular form and angular design elements.,a7830331-8c9d-4b1f-919a-7c6d09dca6ae
40.0,13.0,,,"Vehicle with a rectangular body, rounded front, and structured rear.",a7830331-8c9d-4b1f-919a-7c6d09dca6ae
16.0,9.0,,,"Automobile showcasing a flat rectangular top, slightly raised rear, and curved front section.",a7830331-8c9d-4b1f-919a-7c6d09dca6ae
570.0,95.0,,,"Car with a long, flat top section leading into a rounded front. The back is slightly elevated, and the front has a curved, tapered shape, with protrusions suggesting headlights. The sides are straight with subtle angularity, complemented by a staggered pattern at the back.",a7830331-8c9d-4b1f-919a-7c6d09dca6ae
40.0,14.0,,,Car with a rectangular body and smooth curved edges.,af84787e-7ec7-4173-b6ec-b3f1b7302291
194.0,57.0,,,Automobile featuring rectangular form and angular design elements.,af84787e-7ec7-4173-b6ec-b3f1b7302291
4.0,2.0,,,"Vehicle with a rectangular body, rounded front, and structured rear.",af84787e-7ec7-4173-b6ec-b3f1b7302291
60.0,18.0,,,"Automobile showcasing a flat rectangular top, slightly raised rear, and curved front section.",af84787e-7ec7-4173-b6ec-b3f1b7302291
18.0,29.0,,,"Car with a long, flat top section leading into a rounded front. The back is slightly elevated, and the front has a curved, tapered shape, with protrusions suggesting headlights. The sides are straight with subtle angularity, complemented by a staggered pattern at the back.",af84787e-7ec7-4173-b6ec-b3f1b7302291
86.0,9.0,,,Compact car with a boxy exterior.,38983019-cd2e-4e9c-91aa-ee7cea86ad0b
737.0,89.0,,,Boxy car form with angular edges and tiered layers.,38983019-cd2e-4e9c-91aa-ee7cea86ad0b
20.0,14.0,,,"Angular car with a flat top, stepped roof, and rectangular base.",38983019-cd2e-4e9c-91aa-ee7cea86ad0b
182.0,41.0,,,"Compact vehicle featuring a flat top, stepped roof, and tiered rear structure. The sides are vertical with a rectangular base, creating a structured feel.",38983019-cd2e-4e9c-91aa-ee7cea86ad0b
318.0,57.0,,,"A compact car featuring a flat rectangular top surface with stepped layers forming the roof. The sides are vertically aligned with a tiered structure at the rear, contributing to its angular and blocky appearance.",38983019-cd2e-4e9c-91aa-ee7cea86ad0b
124.0,12.0,,,Car with angular body and distinct geometric structure.,7282168b-eb50-49c2-9337-b34424cc2861
514.0,97.0,,,Vehicle featuring a rectangular shape and tiered front segments.,7282168b-eb50-49c2-9337-b34424cc2861
157.0,30.0,,,"Automobile with angled surfaces, a flat roof, tiered front, and recessed wheel areas.",7282168b-eb50-49c2-9337-b34424cc2861
63.0,21.0,,,"Car exhibiting a rectangular form with sharp edges, two-tiered front, and defined recessed areas suggesting wheels.",7282168b-eb50-49c2-9337-b34424cc2861
235.0,46.0,,,"The car has an angular design with a rectangular body, a flat top, and a multi-layered front section. The sides reveal areas for wheels, while the rear maintains a box-like appearance. The front and rear segments are tiered, giving it a stepped profile from above.",7282168b-eb50-49c2-9337-b34424cc2861
3.0,2.0,,,Car with angular body and distinct geometric structure.,41ee00bd-94d8-4412-a377-de5a0153f9b5
211.0,20.0,,,Vehicle featuring a rectangular shape and tiered front segments.,41ee00bd-94d8-4412-a377-de5a0153f9b5
206.0,46.0,,,"Automobile with angled surfaces, a flat roof, tiered front, and recessed wheel areas.",41ee00bd-94d8-4412-a377-de5a0153f9b5
55.0,4.0,,,"Car exhibiting a rectangular form with sharp edges, two-tiered front, and defined recessed areas suggesting wheels.",41ee00bd-94d8-4412-a377-de5a0153f9b5
687.0,118.0,,,"The car has an angular design with a rectangular body, a flat top, and a multi-layered front section. The sides reveal areas for wheels, while the rear maintains a box-like appearance. The front and rear segments are tiered, giving it a stepped profile from above.",41ee00bd-94d8-4412-a377-de5a0153f9b5
276.0,49.0,,,Compact car with blocky and angular features.,63a73bf1-0b79-4a47-8211-a10c4052d190
28.0,7.0,,,Boxy car featuring a flat roof and angular lines.,63a73bf1-0b79-4a47-8211-a10c4052d190
98.0,24.0,,,"Car with a flat top and pronounced geometric contours. The front and rear are symmetrically blocky, framing the structure distinctly.",63a73bf1-0b79-4a47-8211-a10c4052d190
48.0,15.0,,,"Angular car form with a flat roof, blocky front, and rear sections. The roof aligns evenly with the sides, displaying a coherent geometric flow.",63a73bf1-0b79-4a47-8211-a10c4052d190
380.0,60.0,,,"Car with a flat roof, aligned with side structures, angular block formation. The front and rear are prominently squared, creating a uniform appearance, while the sides taper slightly towards the bottom. The overall design emphasizes right angles and a compact profile.",63a73bf1-0b79-4a47-8211-a10c4052d190
1.0,1.0,,,Compact car with blocky and angular features.,13e09cef-7ad9-4215-87d2-cfd15f21aaf8
41.0,11.0,,,Boxy car featuring a flat roof and angular lines.,13e09cef-7ad9-4215-87d2-cfd15f21aaf8
23.0,10.0,,,"Car with a flat top and pronounced geometric contours. The front and rear are symmetrically blocky, framing the structure distinctly.",13e09cef-7ad9-4215-87d2-cfd15f21aaf8
466.0,110.0,,,"Angular car form with a flat roof, blocky front, and rear sections. The roof aligns evenly with the sides, displaying a coherent geometric flow.",13e09cef-7ad9-4215-87d2-cfd15f21aaf8
58.0,21.0,,,"Car with a flat roof, aligned with side structures, angular block formation. The front and rear are prominently squared, creating a uniform appearance, while the sides taper slightly towards the bottom. The overall design emphasizes right angles and a compact profile.",13e09cef-7ad9-4215-87d2-cfd15f21aaf8
370.0,72.0,,,"Car with rectangular blocks, simple geometric design.",c2e65db9-729f-468b-951b-7129c003e84a
93.0,32.0,,,A compact car composed of simple rectangular and square shapes.,c2e65db9-729f-468b-951b-7129c003e84a
5.0,9.0,,,Rectangular-shaped car featuring block-like components and a structured form.,c2e65db9-729f-468b-951b-7129c003e84a
2.0,1.0,,,"Blocky car design with a rectangular shape, tiered roof, and angular edges.",c2e65db9-729f-468b-951b-7129c003e84a
55.0,7.0,,,"A rectangular car with a tiered roof and angular edges. The front includes a blocky bumper and headlights, while the rear showcases a chunky trunk. The roof is flat with a subtle stepped appearance, emphasizing the vehicle's compact proportions and geometric construction.",c2e65db9-729f-468b-951b-7129c003e84a
121.0,52.0,,,Car with angular form and stepped roof design.,547473de-aa2f-4a04-a8f8-ac7ded827509
132.0,19.0,,,Compact car featuring a blocky exterior with distinct contours.,547473de-aa2f-4a04-a8f8-ac7ded827509
7.0,6.0,,,Box-shaped car with a layered roof and protruding side elements.,547473de-aa2f-4a04-a8f8-ac7ded827509
24.0,6.0,,,"Angular car body with elevated rear section, stepped roof, and squared front.",547473de-aa2f-4a04-a8f8-ac7ded827509
140.0,35.0,,,"The car has a geometric body with rectangular contours and a tiered roof. The front is flat and horizontal, with a rear section rising higher, emphasizing the roof's stepped design. Protrusions on the sides add depth and give it a distinct profile.",547473de-aa2f-4a04-a8f8-ac7ded827509
168.0,23.0,,,Compact car with angular form and simplified features.,569e4051-e596-418d-9f48-5fe7d1ae87bc
19.0,14.0,,,Small angular vehicle with block-like body and protrusions.,569e4051-e596-418d-9f48-5fe7d1ae87bc
98.0,36.0,,,Boxy car shape with stepped roof and raised rear section.,569e4051-e596-418d-9f48-5fe7d1ae87bc
15.0,11.0,,,The car has a blocky form with rectangular and angular sections. A stepped roofline gives it a layered appearance. The front has cubic shapes while the rear features raised elements.,569e4051-e596-418d-9f48-5fe7d1ae87bc
13.0,7.0,,,"This car has a solid, rectangular form with angular details. Its roof is tiered, creating a stepped effect. The front section is defined by cubic elements, while raised sections at the rear enhance its layered geometry. Rectangular doors and a flat top complete the construction.",569e4051-e596-418d-9f48-5fe7d1ae87bc
44.0,24.0,,,Toy car with blocky structure and geometric features.,bd30d7e0-9ce8-4766-a60d-b52b980fd089
55.0,6.0,,,Blocky toy car with a flat top and protruding front.,bd30d7e0-9ce8-4766-a60d-b52b980fd089
464.0,77.0,,,"Toy car with a stepped, blocky front, sloped rear, and rectangular body.",bd30d7e0-9ce8-4766-a60d-b52b980fd089
44.0,12.0,,,"Toy car featuring a rectangular body with layered, blocky front and rear shapes. The roof is flat and the sides are uniformly aligned.",bd30d7e0-9ce8-4766-a60d-b52b980fd089
147.0,32.0,,,"The toy car has a rectangular body with a layered front comprised of stacked, protruding blocks. The back features a sloped, stepped design, while the flat roof integrates seamlessly with the symmetrical sides. Each component maintains a distinct geometric alignment, enhancing the overall blocky appearance.",bd30d7e0-9ce8-4766-a60d-b52b980fd089
297.0,141.0,,,Compact car with blocky exterior and tiered layers.,efe4e1db-d96c-47f3-a03c-de7ad8d448e3
192.0,69.0,,,Rectangular car with tiered roof and squared-off body.,efe4e1db-d96c-47f3-a03c-de7ad8d448e3
535.0,143.0,,,"Blocky car featuring a flat roof, layered sides, and squared front.",efe4e1db-d96c-47f3-a03c-de7ad8d448e3
52.0,17.0,,,"Cuboid car with an elevated rear, stepped front end, and symmetrical layout.",efe4e1db-d96c-47f3-a03c-de7ad8d448e3
112.0,9.0,,,"A rectangular car with a blocky structure, featuring a tiered square roof and an elevated rear. The sides are layered, forming a step-like contour, with the blocky front end extending slightly. The horizontal orientation of the bricks provides a sturdy overall framework and a cohesive geometric appearance.",efe4e1db-d96c-47f3-a03c-de7ad8d448e3
20.0,6.0,,,A blocky car with defined geometric contours.,63604527-e14d-42ae-9b55-1d4003521d2e
344.0,52.0,,,A compact car with a series of angular features and stepped sides.,63604527-e14d-42ae-9b55-1d4003521d2e
108.0,34.0,,,"Car featuring angular sides and a sloped roof, emphasizing blocky construction.",63604527-e14d-42ae-9b55-1d4003521d2e
6.0,4.0,,,"Car with block-like elements, angular supports, a tiered roof, and offset arrangement.",63604527-e14d-42ae-9b55-1d4003521d2e
4.0,7.0,,,"A car comprising interconnected blocky structures with angular sides. The roof has a stepped design with parallel rows and a sloped front. The front and rear are tiered, leading to a rectangular top. The sides mirror each other with angular contours both horizontally and vertically.",63604527-e14d-42ae-9b55-1d4003521d2e
439.0,114.0,,,Compact car with a blocky shape and raised sections.,c898905c-dd1d-435c-ba36-0553c80a0e4f
33.0,13.0,,,"Compact vehicle with angular profile, defined edges, and elevated portions.",c898905c-dd1d-435c-ba36-0553c80a0e4f
91.0,16.0,,,"Rectangular car body with squared edges, elevated back section, staggered front.",c898905c-dd1d-435c-ba36-0553c80a0e4f
178.0,47.0,,,"Boxy car form, squared contours, elevated rear area, recessed front, grooved roof.",c898905c-dd1d-435c-ba36-0553c80a0e4f
94.0,16.0,,,"Rectangular car with angular features, prominent rear elevation, recesses near the front, and a contoured roof design.",c898905c-dd1d-435c-ba36-0553c80a0e4f
229.0,38.0,,,Car with blocky frame and tiered roof.,698842f1-552b-4b54-8e17-1d34536b7c5f
58.0,7.0,,,A car with a solid frame and stepped roofline.,698842f1-552b-4b54-8e17-1d34536b7c5f
27.0,14.0,,,"Compact car, rectangular frame, tiered roof, wheels concealed within arches.",698842f1-552b-4b54-8e17-1d34536b7c5f
26.0,8.0,,,"Blocky car with a rectangular base, tiered roofline, and four visible arches housing wheel-like structures.",698842f1-552b-4b54-8e17-1d34536b7c5f
12.0,10.0,,,"Blocky car with a rectangular frame featuring tiered layers on the roof. Each side has two box-like arches suggesting enclosed wheel structures, and a segmented rear indicating a flat back.",698842f1-552b-4b54-8e17-1d34536b7c5f
83.0,43.0,,,Rectangular car with a smooth roof and blocky construction.,d3fc2116-9c63-4e24-87dc-01112d2b8dee
143.0,19.0,,,"Box-shaped car featuring a flat roof and angular, layered build.",d3fc2116-9c63-4e24-87dc-01112d2b8dee
73.0,25.0,,,"Car with a rectangular body, flat top, and staggered block layers forming the exterior.",d3fc2116-9c63-4e24-87dc-01112d2b8dee
12.0,8.0,,,"Car with a rectangular form, smooth top surface, and stepped block sides. Front features a stepped face, while the rear is straight, creating a cohesive geometric shape.",d3fc2116-9c63-4e24-87dc-01112d2b8dee
23.0,1.0,,,"A car with a rectangular body and flat roof. Block-like layers define its shape, offering a stepped appearance along the sides. The front is composed of a series of protruding blocks, while the rear is aligned. The roof extends flatly from the front to the back.",d3fc2116-9c63-4e24-87dc-01112d2b8dee
38.0,9.0,,,Rectangular car with a smooth roof and blocky construction.,124add8e-f573-4758-81c6-705af7eb9b0d
51.0,20.0,,,"Box-shaped car featuring a flat roof and angular, layered build.",124add8e-f573-4758-81c6-705af7eb9b0d
150.0,24.0,,,"Car with a rectangular body, flat top, and staggered block layers forming the exterior.",124add8e-f573-4758-81c6-705af7eb9b0d
177.0,36.0,,,"Car with a rectangular form, smooth top surface, and stepped block sides. Front features a stepped face, while the rear is straight, creating a cohesive geometric shape.",124add8e-f573-4758-81c6-705af7eb9b0d
99.0,31.0,,,"A car with a rectangular body and flat roof. Block-like layers define its shape, offering a stepped appearance along the sides. The front is composed of a series of protruding blocks, while the rear is aligned. The roof extends flatly from the front to the back.",124add8e-f573-4758-81c6-705af7eb9b0d
,,,,A toy car with a boxy structure.,76e3dcf9-d83c-44fb-94a7-d747b05eecc9
2.0,3.0,,,Rectangular car with distinct front and rear sections.,76e3dcf9-d83c-44fb-94a7-d747b05eecc9
208.0,40.0,,,Car features a flat top with segmented front and rear parts.,76e3dcf9-d83c-44fb-94a7-d747b05eecc9
120.0,32.0,,,"Block-shaped car with a flat roof, distinct front grille, and rear.",76e3dcf9-d83c-44fb-94a7-d747b05eecc9
38.0,16.0,,,"The car displays a flat rectangular roof and segmented body. The front features layered brickwork, forming a grille-like structure. The sides are straight, leading to a slightly raised rear end with defined edges.",76e3dcf9-d83c-44fb-94a7-d747b05eecc9
276.0,50.0,,,Car with angular form and layered structure.,98332cad-ef10-4082-aef3-17aa8eca7d87
99.0,32.0,,,Compact car featuring squared sections and stepped contours.,98332cad-ef10-4082-aef3-17aa8eca7d87
355.0,40.0,,,"Geometric car with a rectangular body, elevated layers, and smooth edges.",98332cad-ef10-4082-aef3-17aa8eca7d87
281.0,40.0,,,"Angular vehicle body with multiple tiers and symmetry across length, featuring a recessed core.",98332cad-ef10-4082-aef3-17aa8eca7d87
4.0,7.0,,,A car featuring an elongated rectangular body with two flat layers forming the roof and hood. The car exhibits angular edges with stepped components and a recessed center section that adds depth to the otherwise smooth top profile.,98332cad-ef10-4082-aef3-17aa8eca7d87
73.0,17.0,,,"Compact car with a blocky, geometric shape.",bbdc5a67-c0c4-41ea-bb84-a8dcc84d9aea
25.0,10.0,,,"Rectangular car body with a tiered, stepped roof.",bbdc5a67-c0c4-41ea-bb84-a8dcc84d9aea
20.0,25.0,,,"Car featuring a rectangular base, squared front, with staggered roofline.",bbdc5a67-c0c4-41ea-bb84-a8dcc84d9aea
225.0,50.0,,,"Boxy car design with a tiered roof, rectangular sides, and a squared-off front end.",bbdc5a67-c0c4-41ea-bb84-a8dcc84d9aea
34.0,14.0,,,A heavily geometric car with a rectangular body featuring a three-layered roof. The front and rear ends form a blocky structure. The symmetrical layout includes side indentations and an angular roof that mimics a stair-step pattern.,bbdc5a67-c0c4-41ea-bb84-a8dcc84d9aea
536.0,147.0,,,Compact toy car with distinct geometric features.,eb93c75d-382e-4276-bacf-d8e77abae552
313.0,40.0,,,A rectangular car-like figure with rising edges and indented surfaces.,eb93c75d-382e-4276-bacf-d8e77abae552
105.0,13.0,,,"The car structure features a symmetrical layout, a flat elevated top, and a recessed front section.",eb93c75d-382e-4276-bacf-d8e77abae552
234.0,45.0,,,"A small vehicle form with rising side elements, a hollowed front, and a flat, leveled back section, showing symmetrical design.",eb93c75d-382e-4276-bacf-d8e77abae552
226.0,17.0,,,"This car silhouette has a boxy frame with raised side edges, two symmetrical indents at the front, and a flat rear. The base appears even and rectangular, while the elevated sections add depth and a layered aspect.",eb93c75d-382e-4276-bacf-d8e77abae552
,2.0,,,Car with a streamlined rectangular body and protruding features.,f7d42480-7971-436d-b4b4-b63ef3ae2a75
54.0,8.0,,,A compact car form with a sloped hood and recessed midsection.,f7d42480-7971-436d-b4b4-b63ef3ae2a75
138.0,19.0,,,"The vehicle features a block-like rear, elevated corners, and a tiered rooftop.",f7d42480-7971-436d-b4b4-b63ef3ae2a75
15.0,7.0,,,"Compact vehicle with a tiered roofline, indented midsection, and blocky rear components nestled between elevated front and rear corners.",f7d42480-7971-436d-b4b4-b63ef3ae2a75
539.0,89.0,,,"A compact car design with a rectangular body and tiered roof. The hood slopes slightly downward, leading to a recessed section between raised sections at the front and rear. Elevated corners enhance the silhouette, while blocky features define the rear and enhance the geometric aesthetic.",f7d42480-7971-436d-b4b4-b63ef3ae2a75
239.0,69.0,,,"Compact car with blocky, rectangular form.",67660873-2019-4999-8eda-0862f4b21c69
82.0,18.0,,,"The car has a stepped, horizontal layered construction.",67660873-2019-4999-8eda-0862f4b21c69
430.0,68.0,,,Rectangular car featuring a block-like shape with tiered front.,67660873-2019-4999-8eda-0862f4b21c69
43.0,12.0,,,"Rectangular car with blocky steps at the front end, tiered layers, and a smooth roof.",67660873-2019-4999-8eda-0862f4b21c69
358.0,59.0,,,"The car displays a rectangular body with a tiered front. The roof is flat, while the sides are vertically aligned. Steps create a layered effect towards the front, enhancing depth. The overall structure showcases precise geometric arrangement with interconnected rectangular components.",67660873-2019-4999-8eda-0862f4b21c69
431.0,57.0,,,"Compact car with blocky, rectangular form.",22c0b5c8-9183-48b7-b703-21d72a6cc9ee
581.0,158.0,,,"The car has a stepped, horizontal layered construction.",22c0b5c8-9183-48b7-b703-21d72a6cc9ee
182.0,50.0,,,Rectangular car featuring a block-like shape with tiered front.,22c0b5c8-9183-48b7-b703-21d72a6cc9ee
59.0,9.0,,,"Rectangular car with blocky steps at the front end, tiered layers, and a smooth roof.",22c0b5c8-9183-48b7-b703-21d72a6cc9ee
77.0,11.0,,,"The car displays a rectangular body with a tiered front. The roof is flat, while the sides are vertically aligned. Steps create a layered effect towards the front, enhancing depth. The overall structure showcases precise geometric arrangement with interconnected rectangular components.",22c0b5c8-9183-48b7-b703-21d72a6cc9ee
93.0,19.0,,,"Vehicle with rounded top, rectangular body, and blocky frame.",45625495-7d34-4d43-aa9f-67fefe8c6d25
129.0,64.0,,,Brick-built vehicle with a rectangular body and rounded corners.,45625495-7d34-4d43-aa9f-67fefe8c6d25
24.0,7.0,,,"Blocky vehicle featuring a rounded top, flat front, and layered sides.",45625495-7d34-4d43-aa9f-67fefe8c6d25
283.0,29.0,,,"Compact vehicle with a multi-layered body, gently rounded top, and squared front.",45625495-7d34-4d43-aa9f-67fefe8c6d25
479.0,158.0,,,"A compact vehicle with a rectangular form and gently rounded top. The vehicle features a layered side profile and a flat front. The back is squared, providing a balanced structure, and the roof seamlessly transitions into the body with a slight curve.",45625495-7d34-4d43-aa9f-67fefe8c6d25
66.0,23.0,,,"Compact vehicle with an angular, geometric profile.",1b53e2fe-3865-415b-91ad-bb7606453581
189.0,8.0,,,A compact automobile with distinct angular features and stacked layers.,1b53e2fe-3865-415b-91ad-bb7606453581
284.0,27.0,,,"Compact vehicle featuring a squared rear, rounded front, and blocky roof.",1b53e2fe-3865-415b-91ad-bb7606453581
34.0,15.0,,,"The car showcases a sloped front, pronounced blocky sections, and an angular roofline.",1b53e2fe-3865-415b-91ad-bb7606453581
40.0,7.0,,,"The car features a rounded front, a squared rear, and a layered roof with distinct geometric angles and multiple stacked sections.",1b53e2fe-3865-415b-91ad-bb7606453581
104.0,37.0,,,Sedan with a rectangular body and curved front.,1c2a9eb5-056f-48fc-a78b-d7118acf1c2e
48.0,30.0,,,"A compact car featuring a smooth, rectangular shape with rounded edges.",1c2a9eb5-056f-48fc-a78b-d7118acf1c2e
31.0,18.0,,,"Car with a boxy rear and sloping hood. The top is flat, blending into curved sides.",1c2a9eb5-056f-48fc-a78b-d7118acf1c2e
222.0,35.0,,,"Compact vehicle with a rectangular main body, sloped front, flat top, and smooth edges.",1c2a9eb5-056f-48fc-a78b-d7118acf1c2e
178.0,12.0,,,"A compact car having a rectangular main body and slightly curved sides. The top is flat, while the front end slopes gently, leading to a defined, boxy rear.",1c2a9eb5-056f-48fc-a78b-d7118acf1c2e
