prompt,regenerations,structure_id
Compact car with distinct geometric outlines and segmented body.,11,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
"Boxy vehicle with pronounced edges, tiered rear, and flat top.",5,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
Angular car featuring rectangular components and a pronounced elevated rear section.,10,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
"A geometric car shape composed of stacked, rectangular sections forming elevated rear and flat front.",8,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
"A vehicle structure with a flat rectangular top, tiered rear elevation, and a distinct box-like appearance, comprised of uniformly aligned rectangular segments.",13,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
Car with an elongated body and angular edges.,7,76221de6-c2e8-4ef1-8005-65e746dfd23b
Vehicle featuring a blocky design with protruding front and rear sections.,12,76221de6-c2e8-4ef1-8005-65e746dfd23b
Automobile showcasing a compact form with a tiered roof and layered side details.,1,76221de6-c2e8-4ef1-8005-65e746dfd23b
"Boxy car structure with a stepped roof, flat hood, and prominent front bumper. The roofline extends backward, above a rear section with defined edges.",2,76221de6-c2e8-4ef1-8005-65e746dfd23b
"Rectangular car with a flat top surface and tiered elements. The front and rear bumpers are distinct, with layered sides and a prominent roof. Stacked elements suggest an angular shape across the length of the vehicle, creating a cohesive geometric appearance.",0,76221de6-c2e8-4ef1-8005-65e746dfd23b
Car with an elongated body and angular edges.,38,083479b1-ed8b-4310-bce0-00aed33ebc79
Vehicle featuring a blocky design with protruding front and rear sections.,14,083479b1-ed8b-4310-bce0-00aed33ebc79
Automobile showcasing a compact form with a tiered roof and layered side details.,12,083479b1-ed8b-4310-bce0-00aed33ebc79
"Boxy car structure with a stepped roof, flat hood, and prominent front bumper. The roofline extends backward, above a rear section with defined edges.",0,083479b1-ed8b-4310-bce0-00aed33ebc79
"Rectangular car with a flat top surface and tiered elements. The front and rear bumpers are distinct, with layered sides and a prominent roof. Stacked elements suggest an angular shape across the length of the vehicle, creating a cohesive geometric appearance.",11,083479b1-ed8b-4310-bce0-00aed33ebc79
"Compact car with layered, angular contours.",6,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
"Rectangular car with a smooth, tiered top and sharp edges.",1,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
"Vehicular form with a rectangular base, tiered roofline, and structured front.",5,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
Compact vehicle with a tiered roof and flat sides. The angular front integrates with rectangular sides and a slightly elevated rear section.,5,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
"A rectangular car featuring a structured, tiered roofline and sharply defined front. The sides are flat, while the rear rises subtly, balancing the overall angular geometry.",1,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
"Compact car with layered, angular contours.",13,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
"Rectangular car with a smooth, tiered top and sharp edges.",1,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
"Vehicular form with a rectangular base, tiered roofline, and structured front.",2,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
Compact vehicle with a tiered roof and flat sides. The angular front integrates with rectangular sides and a slightly elevated rear section.,8,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
"A rectangular car featuring a structured, tiered roofline and sharply defined front. The sides are flat, while the rear rises subtly, balancing the overall angular geometry.",2,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
Car with a rectangular body and tiered layers.,14,8296de56-cfd0-4344-acb5-aed92c1757f2
A compact vehicle shape with a rectangular body and layered contours.,6,8296de56-cfd0-4344-acb5-aed92c1757f2
"A small car featuring a rectangular body, sloped front, and stepped roofline.",12,8296de56-cfd0-4344-acb5-aed92c1757f2
"Boxy car design with a rectangular base, sloped hood, tiered roof, and squared rear.",13,8296de56-cfd0-4344-acb5-aed92c1757f2
"A compact car with a rectangular chassis, sloped front section, tiered roof, and squared off rear. The central section features stepped layers, while the hood inclines gently towards the front, with the rear maintaining a squared and flat appearance.",5,8296de56-cfd0-4344-acb5-aed92c1757f2
Car with a rectangular body and tiered layers.,10,db0ac4bb-81a2-4be1-a2aa-61d109f8e0c4
A compact vehicle shape with a rectangular body and layered contours.,10,db0ac4bb-81a2-4be1-a2aa-61d109f8e0c4
"A small car featuring a rectangular body, sloped front, and stepped roofline.",3,db0ac4bb-81a2-4be1-a2aa-61d109f8e0c4
"Boxy car design with a rectangular base, sloped hood, tiered roof, and squared rear.",7,db0ac4bb-81a2-4be1-a2aa-61d109f8e0c4
"A compact car with a rectangular chassis, sloped front section, tiered roof, and squared off rear. The central section features stepped layers, while the hood inclines gently towards the front, with the rear maintaining a squared and flat appearance.",8,db0ac4bb-81a2-4be1-a2aa-61d109f8e0c4
Compact vehicle with a rounded top and flat sides.,12,60f97c0b-3791-4738-a546-d3e9add37786
"Car with a smooth, slightly arched roof and straight side panels.",23,60f97c0b-3791-4738-a546-d3e9add37786
"Vehicle featuring a rounded roof, flat rectangular sides, and square front.",1,60f97c0b-3791-4738-a546-d3e9add37786
"Boxy car with a curved roof and elongated, horizontal body. The rear is squared off, and the front has angular formations.",17,60f97c0b-3791-4738-a546-d3e9add37786
"A compact car with an arched roof covers a rectangular body. The sides are flat, and the front is stepped with block-like formations. The rear is square and flat, contrasting the slightly raised front section.",1,60f97c0b-3791-4738-a546-d3e9add37786
Compact vehicle with a rounded top and flat sides.,5,d54581f9-5a38-47ef-8c9c-6cae02f9595c
"Car with a smooth, slightly arched roof and straight side panels.",3,d54581f9-5a38-47ef-8c9c-6cae02f9595c
"Vehicle featuring a rounded roof, flat rectangular sides, and square front.",100,d54581f9-5a38-47ef-8c9c-6cae02f9595c
"Boxy car with a curved roof and elongated, horizontal body. The rear is squared off, and the front has angular formations.",4,d54581f9-5a38-47ef-8c9c-6cae02f9595c
"A compact car with an arched roof covers a rectangular body. The sides are flat, and the front is stepped with block-like formations. The rear is square and flat, contrasting the slightly raised front section.",2,d54581f9-5a38-47ef-8c9c-6cae02f9595c
Compact vehicle with angular contours and multi-layer surfaces.,36,aa4faecd-46c7-44db-982b-9550eebb63dd
Compact automobile displaying a box-like form with stepped layers.,11,aa4faecd-46c7-44db-982b-9550eebb63dd
"A compact vehicle with angular contours, multi-layered roof, and segmented sides.",17,aa4faecd-46c7-44db-982b-9550eebb63dd
Angular automobile featuring tiered sections with a layered top and distinct rectangular shapes.,3,aa4faecd-46c7-44db-982b-9550eebb63dd
"The vehicle showcases a compact form with angular contours. It has a boxy shape, with tiered sections creating a stacked appearance. The roof is multi-layered, and the sides are composed of distinct rectangular shapes, contributing to the overall angular design.",8,aa4faecd-46c7-44db-982b-9550eebb63dd
"A compact car with blocky, angular features.",44,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
Compact car structure with squared edges and elevated front.,0,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
"Car shape with cube-like contours, detailed side panels, and flat roof.",0,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
"Rectangular car body with raised hood, tiered roof, and squared rear.",3,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
Box-shaped car featuring angular contours; blocky sides with tiered roof; front raised above the flat midsection; rear block sculpted slightly higher than sides.,0,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
"A compact car with blocky, angular features.",4,03342289-964c-4700-b92b-871778d689b9
Compact car structure with squared edges and elevated front.,13,03342289-964c-4700-b92b-871778d689b9
"Car shape with cube-like contours, detailed side panels, and flat roof.",70,03342289-964c-4700-b92b-871778d689b9
"Rectangular car body with raised hood, tiered roof, and squared rear.",0,03342289-964c-4700-b92b-871778d689b9
Box-shaped car featuring angular contours; blocky sides with tiered roof; front raised above the flat midsection; rear block sculpted slightly higher than sides.,7,03342289-964c-4700-b92b-871778d689b9
Car with layered rectangular shapes and protruding front.,5,f69c7f2e-309a-4518-82a4-6a7592154e77
"Compact vehicle with a layered body, flat roof, and stepped hood.",22,f69c7f2e-309a-4518-82a4-6a7592154e77
"Angular car composed of stacked rectangular sections, a front with tiered steps, and a flat top.",5,f69c7f2e-309a-4518-82a4-6a7592154e77
"Car with a rectangular base, elevated roof, stepped hood, and distinct front assembly. The top is smooth while the front features geometric protrusions.",26,f69c7f2e-309a-4518-82a4-6a7592154e77
"A compact car with a solid rectangular base, flat roof, tiered hood, and angular front. The car’s body exhibits a layered structure with a smooth top surface, and the front part consists of protruding geometric forms, creating a distinctive appearance.",6,f69c7f2e-309a-4518-82a4-6a7592154e77
Car with layered rectangular shapes and protruding front.,10,11493a99-59cd-4dd2-b4e7-aa411053035b
"Compact vehicle with a layered body, flat roof, and stepped hood.",10,11493a99-59cd-4dd2-b4e7-aa411053035b
"Angular car composed of stacked rectangular sections, a front with tiered steps, and a flat top.",7,11493a99-59cd-4dd2-b4e7-aa411053035b
"Car with a rectangular base, elevated roof, stepped hood, and distinct front assembly. The top is smooth while the front features geometric protrusions.",7,11493a99-59cd-4dd2-b4e7-aa411053035b
"A compact car with a solid rectangular base, flat roof, tiered hood, and angular front. The car’s body exhibits a layered structure with a smooth top surface, and the front part consists of protruding geometric forms, creating a distinctive appearance.",8,11493a99-59cd-4dd2-b4e7-aa411053035b
"Car with a smooth, flat top and a compact, solid structure.",7,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
"A rectangular car featuring a flat top and short, squared ends.",26,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
Rectangular car with a flat roof and compact form with squared front and back ends.,5,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
"Car with a smooth, elongated top surface, compact form, short squared ends, and uniform height.",32,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
"A rectangular car with a flat top surface and compact form. The front and back ends are short and squared, maintaining a consistent height throughout. The sides are straight, creating a streamlined appearance.",5,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
"Car with a smooth, flat top and a compact, solid structure.",100,9c510188-f6af-4147-a2f3-f3104f38345b
"A rectangular car featuring a flat top and short, squared ends.",0,9c510188-f6af-4147-a2f3-f3104f38345b
Rectangular car with a flat roof and compact form with squared front and back ends.,35,9c510188-f6af-4147-a2f3-f3104f38345b
"Car with a smooth, elongated top surface, compact form, short squared ends, and uniform height.",35,9c510188-f6af-4147-a2f3-f3104f38345b
"A rectangular car with a flat top surface and compact form. The front and back ends are short and squared, maintaining a consistent height throughout. The sides are straight, creating a streamlined appearance.",8,9c510188-f6af-4147-a2f3-f3104f38345b
"Car with a compact, geometric form and angular surfaces.",25,9717aee4-4122-4c45-a6e1-8ec4090fbdee
Compact automobile featuring angular contours and a geometric profile with elevated segments.,1,9717aee4-4122-4c45-a6e1-8ec4090fbdee
"Car with a flat top, angular front, recessed sides, and a slightly elevated hood.",3,9717aee4-4122-4c45-a6e1-8ec4090fbdee
"Automobile shaped with sharp angles, a flat roof, recessed windows, and a distinctly elevated rectangular hood at the front.",5,9717aee4-4122-4c45-a6e1-8ec4090fbdee
"A compact vehicle featuring a flat, rectangular roof, angular front with tiered layers, recessed side sections, and a boxy elevated hood. The rear has a squared finish, while the sides are defined by distinct stepped patterns.",9,9717aee4-4122-4c45-a6e1-8ec4090fbdee
"Car with a compact, geometric form and angular surfaces.",10,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
Compact automobile featuring angular contours and a geometric profile with elevated segments.,3,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
"Car with a flat top, angular front, recessed sides, and a slightly elevated hood.",17,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
"Automobile shaped with sharp angles, a flat roof, recessed windows, and a distinctly elevated rectangular hood at the front.",4,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
"A compact vehicle featuring a flat, rectangular roof, angular front with tiered layers, recessed side sections, and a boxy elevated hood. The rear has a squared finish, while the sides are defined by distinct stepped patterns.",0,d6aec9c1-4abd-4b5d-92d9-9a87771676fc
Compact car with distinct rectangular blocks and layered structure.,3,1f01953e-3002-49cc-b3f7-be1368cac3fc
Compact vehicle featuring a tiered rectangular form and blocky contours.,6,1f01953e-3002-49cc-b3f7-be1368cac3fc
"A block-shaped car with a squared-off roof, outlined sides, and a defined hood.",2,1f01953e-3002-49cc-b3f7-be1368cac3fc
"Squared vehicle with a defined hood, layered roof, and tiered body. The squared-off roof aligns with contoured sides connected to a solid base.",9,1f01953e-3002-49cc-b3f7-be1368cac3fc
"A vehicle constructed with a boxy hood, layered roof, and protruding elements on the rear. The roof runs parallel to the ground, connecting to squared sides and a streamlined front.",3,1f01953e-3002-49cc-b3f7-be1368cac3fc
Compact car with distinct rectangular blocks and layered structure.,10,4f98eb30-459d-4221-b995-8b63c9a3d003
Compact vehicle featuring a tiered rectangular form and blocky contours.,1,4f98eb30-459d-4221-b995-8b63c9a3d003
"A block-shaped car with a squared-off roof, outlined sides, and a defined hood.",1,4f98eb30-459d-4221-b995-8b63c9a3d003
"Squared vehicle with a defined hood, layered roof, and tiered body. The squared-off roof aligns with contoured sides connected to a solid base.",17,4f98eb30-459d-4221-b995-8b63c9a3d003
"A vehicle constructed with a boxy hood, layered roof, and protruding elements on the rear. The roof runs parallel to the ground, connecting to squared sides and a streamlined front.",11,4f98eb30-459d-4221-b995-8b63c9a3d003
Compact car with angular roof and blocky structure.,0,1b00bc94-c6c7-43ed-996d-f8af0d285655
Angular compact car with layered roof and squared sides.,1,1b00bc94-c6c7-43ed-996d-f8af0d285655
Boxy car featuring a stepped roof and squared rear.,1,1b00bc94-c6c7-43ed-996d-f8af0d285655
"A car with a tiered roof and block-like geometric layout. The roof cascades downward, meeting sharply angled side structures.",6,1b00bc94-c6c7-43ed-996d-f8af0d285655
"A compact car with a layered roof, forming distinct steps. The front exhibits a boxy contour, while the rear end is squared. The top transitions into angular side panels, creating a cohesive geometric form.",2,1b00bc94-c6c7-43ed-996d-f8af0d285655
Compact car with angular corners and rectangular contours.,1,7eae66e1-733c-4230-be9a-04bbf40c9216
The car features a boxy shape with a sloped hood and roof.,20,7eae66e1-733c-4230-be9a-04bbf40c9216
"A box-shaped car with an angular roof, sloped hood, and pronounced rear.",14,7eae66e1-733c-4230-be9a-04bbf40c9216
"This angular car has a rectangular body with a sloped front, defined roofline, and squared-off rear. ",10,7eae66e1-733c-4230-be9a-04bbf40c9216
"The compact car displays a rectangular body with a sloped hood leading to an angular roofline. The front and rear are squared with horizontal layers creating a textured surface. Openings on the sides suggest windows, and there are distinct contours across the top and sides.",4,7eae66e1-733c-4230-be9a-04bbf40c9216
Compact car with angular corners and rectangular contours.,2,8cfad93c-ba8d-46aa-95e2-037fa71a0805
The car features a boxy shape with a sloped hood and roof.,10,8cfad93c-ba8d-46aa-95e2-037fa71a0805
"A box-shaped car with an angular roof, sloped hood, and pronounced rear.",7,8cfad93c-ba8d-46aa-95e2-037fa71a0805
"This angular car has a rectangular body with a sloped front, defined roofline, and squared-off rear. ",16,8cfad93c-ba8d-46aa-95e2-037fa71a0805
"The compact car displays a rectangular body with a sloped hood leading to an angular roofline. The front and rear are squared with horizontal layers creating a textured surface. Openings on the sides suggest windows, and there are distinct contours across the top and sides.",5,8cfad93c-ba8d-46aa-95e2-037fa71a0805
Compact car with distinctive geometric features.,18,79c8b665-7833-41da-b505-68e485833cc0
"Compact car, blocky body, layered horizontal elements.",3,79c8b665-7833-41da-b505-68e485833cc0
Blocky car with a sloped roof and rectangular rear.,4,79c8b665-7833-41da-b505-68e485833cc0
"Rectangular car body, angled roof, prominent front and rear sections.",1,79c8b665-7833-41da-b505-68e485833cc0
"A compact car with a layered, block-like structure. The roof is slightly sloped, with the front and rear featuring pronounced, angular details. The geometric arrangement creates a cohesive yet rugged appearance.",28,79c8b665-7833-41da-b505-68e485833cc0
Compact car with distinctive geometric features.,1,cc4e3bfa-ce60-47a7-b908-91c9871b0273
"Compact car, blocky body, layered horizontal elements.",3,cc4e3bfa-ce60-47a7-b908-91c9871b0273
Blocky car with a sloped roof and rectangular rear.,27,cc4e3bfa-ce60-47a7-b908-91c9871b0273
"Rectangular car body, angled roof, prominent front and rear sections.",8,cc4e3bfa-ce60-47a7-b908-91c9871b0273
"A compact car with a layered, block-like structure. The roof is slightly sloped, with the front and rear featuring pronounced, angular details. The geometric arrangement creates a cohesive yet rugged appearance.",6,cc4e3bfa-ce60-47a7-b908-91c9871b0273
"Compact car with geometric, rectangular structure and blocky design.",14,4a0d6e13-e8c3-4295-9629-85639c7cdb4f
A small automobile featuring a rectangular form with block-like extremities.,7,4a0d6e13-e8c3-4295-9629-85639c7cdb4f
"Compact vehicle displaying a blocky, rectangular shape with pronounced edges and corners.",7,4a0d6e13-e8c3-4295-9629-85639c7cdb4f
"A boxy car form with layered rectangular sections and blocky, protruding elements.",16,4a0d6e13-e8c3-4295-9629-85639c7cdb4f
"Vehicle with a blocky, rectangular body, layered roof, distinct front and rear sections, and square-like edges.",11,4a0d6e13-e8c3-4295-9629-85639c7cdb4f
"Compact car with geometric, rectangular structure and blocky design.",10,a4d7b924-e8e1-4990-82bb-28f441108428
A small automobile featuring a rectangular form with block-like extremities.,26,a4d7b924-e8e1-4990-82bb-28f441108428
"Compact vehicle displaying a blocky, rectangular shape with pronounced edges and corners.",14,a4d7b924-e8e1-4990-82bb-28f441108428
"A boxy car form with layered rectangular sections and blocky, protruding elements.",2,a4d7b924-e8e1-4990-82bb-28f441108428
"Vehicle with a blocky, rectangular body, layered roof, distinct front and rear sections, and square-like edges.",12,a4d7b924-e8e1-4990-82bb-28f441108428
Compact car with rectangular and blocky components.,14,ca1662a3-205d-4277-9b8d-31bb2718d3d8
The compact vehicle features a blocky profile with a flat roof.,1,ca1662a3-205d-4277-9b8d-31bb2718d3d8
"A small car composed of interconnected rectangular and cuboid elements, with a flat elongated base.",3,ca1662a3-205d-4277-9b8d-31bb2718d3d8
"The automobile displays a rectilinear shape with a blocky front, flat roof, rounded rear, and protruding elements on the surface.",5,ca1662a3-205d-4277-9b8d-31bb2718d3d8
"This vehicle is built with an elongated rectangular base, blocky front and rear sections, and a series of protruding rectangular components forming a low-profile shape. The roof is flat and rectangular, while the sides are straight with a slight taper towards the end.",5,ca1662a3-205d-4277-9b8d-31bb2718d3d8
Compact car with rectangular and blocky components.,7,922eca99-6459-4265-9e22-d8e249718f9d
The compact vehicle features a blocky profile with a flat roof.,12,922eca99-6459-4265-9e22-d8e249718f9d
"A small car composed of interconnected rectangular and cuboid elements, with a flat elongated base.",19,922eca99-6459-4265-9e22-d8e249718f9d
"The automobile displays a rectilinear shape with a blocky front, flat roof, rounded rear, and protruding elements on the surface.",10,922eca99-6459-4265-9e22-d8e249718f9d
"This vehicle is built with an elongated rectangular base, blocky front and rear sections, and a series of protruding rectangular components forming a low-profile shape. The roof is flat and rectangular, while the sides are straight with a slight taper towards the end.",10,922eca99-6459-4265-9e22-d8e249718f9d
Compact vehicle with angular contours and stepped roof.,3,404bd530-2e23-4f72-88a3-18b636f1c433
A small automobile exhibiting angular sides and a multi-tiered roofline.,5,404bd530-2e23-4f72-88a3-18b636f1c433
"A compact car with vertically structured sides and a stepped roof design, featuring squared contours and recessed wheel areas.",3,404bd530-2e23-4f72-88a3-18b636f1c433
"The vehicle consists of sharply defined sides and a tiered roofline, featuring a recessed section on each side where wheels would be, and a compact rear extension.",21,404bd530-2e23-4f72-88a3-18b636f1c433
"This automobile is compact with angular, stepped sides leading up to a multi-tiered roof. The car's structure reveals recessed sections near where wheels are positioned and a distinct extension at the rear, creating a cohesive angular form throughout.",4,404bd530-2e23-4f72-88a3-18b636f1c433
Compact vehicle with angular contours and stepped roof.,3,bddffc21-533a-4520-8eae-18bdc434c4bf
A small automobile exhibiting angular sides and a multi-tiered roofline.,8,bddffc21-533a-4520-8eae-18bdc434c4bf
"A compact car with vertically structured sides and a stepped roof design, featuring squared contours and recessed wheel areas.",45,bddffc21-533a-4520-8eae-18bdc434c4bf
"The vehicle consists of sharply defined sides and a tiered roofline, featuring a recessed section on each side where wheels would be, and a compact rear extension.",16,bddffc21-533a-4520-8eae-18bdc434c4bf
"This automobile is compact with angular, stepped sides leading up to a multi-tiered roof. The car's structure reveals recessed sections near where wheels are positioned and a distinct extension at the rear, creating a cohesive angular form throughout.",8,bddffc21-533a-4520-8eae-18bdc434c4bf
"Car with curved top, flat sides, and blocky features.",12,b3e8ac4f-4cc8-46f7-9936-3bb64f2aa44e
Compact car featuring a curved roof and flat vertical sides.,9,b3e8ac4f-4cc8-46f7-9936-3bb64f2aa44e
"Vehicle with a rounded top, flat sides, recessed front section, and square rear.",19,b3e8ac4f-4cc8-46f7-9936-3bb64f2aa44e
"Automobile with a domed roof, vertical sides, front indentation, and squared-off rear end.",8,b3e8ac4f-4cc8-46f7-9936-3bb64f2aa44e
"A compact car showcasing a curved, dome-like roof and straight, vertical sides. The front features a recessed section, while the rear is squared off. The overall design is blocky with distinct edges creating a structured appearance.",11,b3e8ac4f-4cc8-46f7-9936-3bb64f2aa44e
"Car with curved top, flat sides, and blocky features.",16,fb2443ff-2e5a-4a97-afdd-511fb0d2bfa8
Compact car featuring a curved roof and flat vertical sides.,21,fb2443ff-2e5a-4a97-afdd-511fb0d2bfa8
"Vehicle with a rounded top, flat sides, recessed front section, and square rear.",63,fb2443ff-2e5a-4a97-afdd-511fb0d2bfa8
"Automobile with a domed roof, vertical sides, front indentation, and squared-off rear end.",1,fb2443ff-2e5a-4a97-afdd-511fb0d2bfa8
"A compact car showcasing a curved, dome-like roof and straight, vertical sides. The front features a recessed section, while the rear is squared off. The overall design is blocky with distinct edges creating a structured appearance.",0,fb2443ff-2e5a-4a97-afdd-511fb0d2bfa8
Compact car featuring simplified geometric contours.,0,3ac3036c-f21d-4d85-aa4b-a0da86900eff
Compact vehicle with a rounded top and flat sides.,7,3ac3036c-f21d-4d85-aa4b-a0da86900eff
"A compact automobile with a rounded roof, vertical front, and rear.",6,3ac3036c-f21d-4d85-aa4b-a0da86900eff
"Compact car with a rounded top, sloping front, vertical rear, and rectangular sides.",8,3ac3036c-f21d-4d85-aa4b-a0da86900eff
"A compact automobile with a smoothly rounded roof and gently sloping hood. The front is vertical, and the rear mimics this shape. The sides are flat with subtle wheel arches integrated at the corners, enhancing the vehicle's streamlined form.",19,3ac3036c-f21d-4d85-aa4b-a0da86900eff
Compact car featuring simplified geometric contours.,3,dbc1cfd5-1cea-443a-b2ea-c6d476aad72a
Compact vehicle with a rounded top and flat sides.,43,dbc1cfd5-1cea-443a-b2ea-c6d476aad72a
"A compact automobile with a rounded roof, vertical front, and rear.",0,dbc1cfd5-1cea-443a-b2ea-c6d476aad72a
"Compact car with a rounded top, sloping front, vertical rear, and rectangular sides.",18,dbc1cfd5-1cea-443a-b2ea-c6d476aad72a
"A compact automobile with a smoothly rounded roof and gently sloping hood. The front is vertical, and the rear mimics this shape. The sides are flat with subtle wheel arches integrated at the corners, enhancing the vehicle's streamlined form.",1,dbc1cfd5-1cea-443a-b2ea-c6d476aad72a
Car with a rectangular body and smooth curved edges.,44,a7830331-8c9d-4b1f-919a-7c6d09dca6ae
Automobile featuring rectangular form and angular design elements.,4,a7830331-8c9d-4b1f-919a-7c6d09dca6ae
"Vehicle with a rectangular body, rounded front, and structured rear.",2,a7830331-8c9d-4b1f-919a-7c6d09dca6ae
"Automobile showcasing a flat rectangular top, slightly raised rear, and curved front section.",3,a7830331-8c9d-4b1f-919a-7c6d09dca6ae
"Car with a long, flat top section leading into a rounded front. The back is slightly elevated, and the front has a curved, tapered shape, with protrusions suggesting headlights. The sides are straight with subtle angularity, complemented by a staggered pattern at the back.",21,a7830331-8c9d-4b1f-919a-7c6d09dca6ae
Car with a rectangular body and smooth curved edges.,5,af84787e-7ec7-4173-b6ec-b3f1b7302291
Automobile featuring rectangular form and angular design elements.,11,af84787e-7ec7-4173-b6ec-b3f1b7302291
"Vehicle with a rectangular body, rounded front, and structured rear.",1,af84787e-7ec7-4173-b6ec-b3f1b7302291
"Automobile showcasing a flat rectangular top, slightly raised rear, and curved front section.",2,af84787e-7ec7-4173-b6ec-b3f1b7302291
"Car with a long, flat top section leading into a rounded front. The back is slightly elevated, and the front has a curved, tapered shape, with protrusions suggesting headlights. The sides are straight with subtle angularity, complemented by a staggered pattern at the back.",10,af84787e-7ec7-4173-b6ec-b3f1b7302291
Compact car with a boxy exterior.,2,38983019-cd2e-4e9c-91aa-ee7cea86ad0b
Boxy car form with angular edges and tiered layers.,12,38983019-cd2e-4e9c-91aa-ee7cea86ad0b
"Angular car with a flat top, stepped roof, and rectangular base.",2,38983019-cd2e-4e9c-91aa-ee7cea86ad0b
"Compact vehicle featuring a flat top, stepped roof, and tiered rear structure. The sides are vertical with a rectangular base, creating a structured feel.",11,38983019-cd2e-4e9c-91aa-ee7cea86ad0b
"A compact car featuring a flat rectangular top surface with stepped layers forming the roof. The sides are vertically aligned with a tiered structure at the rear, contributing to its angular and blocky appearance.",11,38983019-cd2e-4e9c-91aa-ee7cea86ad0b
Compact car with a boxy exterior.,10,e1e7706f-6414-4a41-b78c-2e209613ae35
Boxy car form with angular edges and tiered layers.,2,e1e7706f-6414-4a41-b78c-2e209613ae35
"Angular car with a flat top, stepped roof, and rectangular base.",1,e1e7706f-6414-4a41-b78c-2e209613ae35
"Compact vehicle featuring a flat top, stepped roof, and tiered rear structure. The sides are vertical with a rectangular base, creating a structured feel.",0,e1e7706f-6414-4a41-b78c-2e209613ae35
"A compact car featuring a flat rectangular top surface with stepped layers forming the roof. The sides are vertically aligned with a tiered structure at the rear, contributing to its angular and blocky appearance.",4,e1e7706f-6414-4a41-b78c-2e209613ae35
Car with angular body and distinct geometric structure.,1,7282168b-eb50-49c2-9337-b34424cc2861
Vehicle featuring a rectangular shape and tiered front segments.,17,7282168b-eb50-49c2-9337-b34424cc2861
"Automobile with angled surfaces, a flat roof, tiered front, and recessed wheel areas.",6,7282168b-eb50-49c2-9337-b34424cc2861
"Car exhibiting a rectangular form with sharp edges, two-tiered front, and defined recessed areas suggesting wheels.",8,7282168b-eb50-49c2-9337-b34424cc2861
"The car has an angular design with a rectangular body, a flat top, and a multi-layered front section. The sides reveal areas for wheels, while the rear maintains a box-like appearance. The front and rear segments are tiered, giving it a stepped profile from above.",9,7282168b-eb50-49c2-9337-b34424cc2861
Car with angular body and distinct geometric structure.,1,41ee00bd-94d8-4412-a377-de5a0153f9b5
Vehicle featuring a rectangular shape and tiered front segments.,8,41ee00bd-94d8-4412-a377-de5a0153f9b5
"Automobile with angled surfaces, a flat roof, tiered front, and recessed wheel areas.",26,41ee00bd-94d8-4412-a377-de5a0153f9b5
"Car exhibiting a rectangular form with sharp edges, two-tiered front, and defined recessed areas suggesting wheels.",0,41ee00bd-94d8-4412-a377-de5a0153f9b5
"The car has an angular design with a rectangular body, a flat top, and a multi-layered front section. The sides reveal areas for wheels, while the rear maintains a box-like appearance. The front and rear segments are tiered, giving it a stepped profile from above.",11,41ee00bd-94d8-4412-a377-de5a0153f9b5
Compact car with blocky and angular features.,6,63a73bf1-0b79-4a47-8211-a10c4052d190
Boxy car featuring a flat roof and angular lines.,1,63a73bf1-0b79-4a47-8211-a10c4052d190
"Car with a flat top and pronounced geometric contours. The front and rear are symmetrically blocky, framing the structure distinctly.",3,63a73bf1-0b79-4a47-8211-a10c4052d190
"Angular car form with a flat roof, blocky front, and rear sections. The roof aligns evenly with the sides, displaying a coherent geometric flow.",14,63a73bf1-0b79-4a47-8211-a10c4052d190
"Car with a flat roof, aligned with side structures, angular block formation. The front and rear are prominently squared, creating a uniform appearance, while the sides taper slightly towards the bottom. The overall design emphasizes right angles and a compact profile.",12,63a73bf1-0b79-4a47-8211-a10c4052d190
Compact car with blocky and angular features.,0,13e09cef-7ad9-4215-87d2-cfd15f21aaf8
Boxy car featuring a flat roof and angular lines.,0,13e09cef-7ad9-4215-87d2-cfd15f21aaf8
