structure_id,prompt,regenerations
a7b7a984-5478-48f1-8edf-dd13176c8d27,"Squared car shape, layered surface, rounded front, inset rear section.",2
a7b7a984-5478-48f1-8edf-dd13176c8d27,"Geometric car form with stepped layers, rounded front, raised corners.",1
a7b7a984-5478-48f1-8edf-dd13176c8d27,"Rectangular car with a layered body, rounded front edges, raised top section, blocky rear, and inset wheel arches.",4
d91d3c0d-bf3e-4947-b044-0bc8e46959db,"Compact car with tiered, blocky features and curved edges.",0
d91d3c0d-bf3e-4947-b044-0bc8e46959db,Rectangular car featuring stepped layers and rounded front contours.,2
d91d3c0d-bf3e-4947-b044-0bc8e46959db,"Squared car shape, layered surface, rounded front, inset rear section.",2
d91d3c0d-bf3e-4947-b044-0bc8e46959db,"Geometric car form with stepped layers, rounded front, raised corners.",16
d91d3c0d-bf3e-4947-b044-0bc8e46959db,"Rectangular car with a layered body, rounded front edges, raised top section, blocky rear, and inset wheel arches.",12
1d16d574-7a9a-44a8-bdc5-a7e61fe34dc9,Car with four wheels and a flat roof.,17
1d16d574-7a9a-44a8-bdc5-a7e61fe34dc9,"Blocky car, rectangular body, and four protruding wheels.",2
1d16d574-7a9a-44a8-bdc5-a7e61fe34dc9,Boxy car design featuring four protruding wheels and a rectangular roof.,13
1d16d574-7a9a-44a8-bdc5-a7e61fe34dc9,"Rectangular car with a flat roof, four blocky wheels, and a raised back section.",2
1d16d574-7a9a-44a8-bdc5-a7e61fe34dc9,"Car with an elongated body, a flat, rectangular roof, and four cylindrical wheels extending outward. The back section is slightly elevated, creating a layered appearance.",0
edb90baa-fa46-4623-a825-395ce8515a35,Car with four wheels and a flat roof.,16
edb90baa-fa46-4623-a825-395ce8515a35,"Blocky car, rectangular body, and four protruding wheels.",1
edb90baa-fa46-4623-a825-395ce8515a35,Boxy car design featuring four protruding wheels and a rectangular roof.,4
edb90baa-fa46-4623-a825-395ce8515a35,"Rectangular car with a flat roof, four blocky wheels, and a raised back section.",0
edb90baa-fa46-4623-a825-395ce8515a35,"Car with an elongated body, a flat, rectangular roof, and four cylindrical wheels extending outward. The back section is slightly elevated, creating a layered appearance.",0
267a8351-f232-4b08-8f46-7576299ae6b4,Car with a rectangular body and angular components.,14
267a8351-f232-4b08-8f46-7576299ae6b4,Compact car featuring a boxy shape and distinct straight edges.,17
267a8351-f232-4b08-8f46-7576299ae6b4,"Box-like car with a sloped hood, flat roof, and squared trunk.",2
267a8351-f232-4b08-8f46-7576299ae6b4,"Car with a rectangular base, elevated hood, flat cabin, and blocky trunk.",5
267a8351-f232-4b08-8f46-7576299ae6b4,"Rectangular car with a sloped front, flat roof, squared trunk. Rounded edges along sides, small blocks for wheels. Low-profile shape with distinct, angular lines and smooth transitions between components.",3
a3b6ec0a-81fe-4c2d-adee-95577512af04,Car with a rectangular body and angular components.,5
a3b6ec0a-81fe-4c2d-adee-95577512af04,Compact car featuring a boxy shape and distinct straight edges.,2
a3b6ec0a-81fe-4c2d-adee-95577512af04,"Box-like car with a sloped hood, flat roof, and squared trunk.",7
a3b6ec0a-81fe-4c2d-adee-95577512af04,"Car with a rectangular base, elevated hood, flat cabin, and blocky trunk.",7
a3b6ec0a-81fe-4c2d-adee-95577512af04,"Rectangular car with a sloped front, flat roof, squared trunk. Rounded edges along sides, small blocks for wheels. Low-profile shape with distinct, angular lines and smooth transitions between components.",12
9478749e-fd3d-4dfc-991e-e24114b7bb3b,"A compact car with a simple, angular form.",2
9478749e-fd3d-4dfc-991e-e24114b7bb3b,A rectangular car shape with a tiered roof and blocky contours.,39
9478749e-fd3d-4dfc-991e-e24114b7bb3b,"The car features a boxy body, flat roof, and angular sides.",88
9478749e-fd3d-4dfc-991e-e24114b7bb3b,"This car has a rectangular base, angular sides, a block-like roof, and a stepped rear.",1
9478749e-fd3d-4dfc-991e-e24114b7bb3b,"The car is structured with a rectangular base and angular sides. The flat roof is stepped at the rear, where a slight elevation creates a layered look. The front and back form a straightforward, blocky appearance, closely aligning with the geometric block arrangement.",3
ac38c739-7506-4ec1-870f-8b4de6b7022f,"A compact car with a simple, angular form.",13
ac38c739-7506-4ec1-870f-8b4de6b7022f,A rectangular car shape with a tiered roof and blocky contours.,8
ac38c739-7506-4ec1-870f-8b4de6b7022f,"The car features a boxy body, flat roof, and angular sides.",0
ac38c739-7506-4ec1-870f-8b4de6b7022f,"This car has a rectangular base, angular sides, a block-like roof, and a stepped rear.",2
ac38c739-7506-4ec1-870f-8b4de6b7022f,"The car is structured with a rectangular base and angular sides. The flat roof is stepped at the rear, where a slight elevation creates a layered look. The front and back form a straightforward, blocky appearance, closely aligning with the geometric block arrangement.",8
b952dafe-329e-4755-8502-f0636cc1dd77,Compact car with a block-like structure.,1
b952dafe-329e-4755-8502-f0636cc1dd77,A small car featuring a boxy shape and angular build.,5
b952dafe-329e-4755-8502-f0636cc1dd77,"The car is compact, with a rectangular form and square front.",7
b952dafe-329e-4755-8502-f0636cc1dd77,"A car with a cuboid shape, flat roof, and squared-off rear and front sections.",0
b952dafe-329e-4755-8502-f0636cc1dd77,"A car featuring a rigid, rectangular structure with flat surfaces. It has a square front and rear with a consistent block-like form throughout.",17
ae2d5029-a78a-4a17-aa6a-05d32890be09,Compact car with a block-like structure.,6
ae2d5029-a78a-4a17-aa6a-05d32890be09,A small car featuring a boxy shape and angular build.,2
ae2d5029-a78a-4a17-aa6a-05d32890be09,"The car is compact, with a rectangular form and square front.",6
ae2d5029-a78a-4a17-aa6a-05d32890be09,"A car with a cuboid shape, flat roof, and squared-off rear and front sections.",3
ae2d5029-a78a-4a17-aa6a-05d32890be09,"A car featuring a rigid, rectangular structure with flat surfaces. It has a square front and rear with a consistent block-like form throughout.",5
eaa4a830-f23d-4bd5-a569-79471f19bc24,Compact car with layered geometric elements.,1
eaa4a830-f23d-4bd5-a569-79471f19bc24,Rectangular car shape featuring stacked rectangular and square segments.,1
eaa4a830-f23d-4bd5-a569-79471f19bc24,"Car with a boxy form, layered bricks creating an angular roof, and a protruding front.",3
eaa4a830-f23d-4bd5-a569-79471f19bc24,"The car displays a robust rectangular structure, intricate brick layering for contour, with a pronounced hood and a flat top.",3
eaa4a830-f23d-4bd5-a569-79471f19bc24,"A rectangular-bodied car composed of multiple squared and rectangular bricks forming the main body. The rooftop is flat and segmented, with a forward-angled hood and a rearward tapering rear, indicating a simplistic yet defined form.",0
d3795c99-d190-4044-9279-bf56f524f451,Compact car with layered geometric elements.,3
d3795c99-d190-4044-9279-bf56f524f451,Rectangular car shape featuring stacked rectangular and square segments.,3
d3795c99-d190-4044-9279-bf56f524f451,"Car with a boxy form, layered bricks creating an angular roof, and a protruding front.",7
d3795c99-d190-4044-9279-bf56f524f451,"The car displays a robust rectangular structure, intricate brick layering for contour, with a pronounced hood and a flat top.",13
d3795c99-d190-4044-9279-bf56f524f451,"A rectangular-bodied car composed of multiple squared and rectangular bricks forming the main body. The rooftop is flat and segmented, with a forward-angled hood and a rearward tapering rear, indicating a simplistic yet defined form.",2
9f8f20a4-e5ca-4358-9916-c50e3eb73200,Compact car with blocky contours and prominent features.,12
9f8f20a4-e5ca-4358-9916-c50e3eb73200,"A vehicle with rectangular and angular shapes, showing distinct outlines.",5
9f8f20a4-e5ca-4358-9916-c50e3eb73200,"Boxy automobile featuring a sloped hood, square rear, and two-tier roof.",4
9f8f20a4-e5ca-4358-9916-c50e3eb73200,"An angular car design with layered elements, including a stepped grille and elevated rear section.",9
9f8f20a4-e5ca-4358-9916-c50e3eb73200,"Blocky car with a flat top, tiered grille, protruding bumper, angled sides, and distinct roofline.",2
15060f84-ed17-44ec-9687-84c3ae19bffe,Compact car with blocky contours and prominent features.,19
15060f84-ed17-44ec-9687-84c3ae19bffe,"A vehicle with rectangular and angular shapes, showing distinct outlines.",32
15060f84-ed17-44ec-9687-84c3ae19bffe,"Boxy automobile featuring a sloped hood, square rear, and two-tier roof.",7
15060f84-ed17-44ec-9687-84c3ae19bffe,"An angular car design with layered elements, including a stepped grille and elevated rear section.",3
15060f84-ed17-44ec-9687-84c3ae19bffe,"Blocky car with a flat top, tiered grille, protruding bumper, angled sides, and distinct roofline.",14
ff134ea6-2c01-4b7a-a7ff-8f6f0ec3875a,A compact car with angular edges and a low profile.,21
ff134ea6-2c01-4b7a-a7ff-8f6f0ec3875a,A small vehicle with a flat topside and distinct cubic corners.,23
ff134ea6-2c01-4b7a-a7ff-8f6f0ec3875a,"A rectangular car with a smooth top and blocky windows, featuring a gradual slope at the front.",25
ff134ea6-2c01-4b7a-a7ff-8f6f0ec3875a,"The car has a prominent rectangular roof and defined block-like bodywork at the rear, with subtle angular side mirrors.",16
ff134ea6-2c01-4b7a-a7ff-8f6f0ec3875a,"A rectangular car with a flat roof, sharp front slope, and large rear sections. The sides feature low, angular lines with distinct block-like contours defining the wheel arches.",11
9446c829-f99e-401f-8413-0b43acb7604c,A compact car with angular edges and a low profile.,22
9446c829-f99e-401f-8413-0b43acb7604c,A small vehicle with a flat topside and distinct cubic corners.,4
9446c829-f99e-401f-8413-0b43acb7604c,"A rectangular car with a smooth top and blocky windows, featuring a gradual slope at the front.",25
9446c829-f99e-401f-8413-0b43acb7604c,"The car has a prominent rectangular roof and defined block-like bodywork at the rear, with subtle angular side mirrors.",10
9446c829-f99e-401f-8413-0b43acb7604c,"A rectangular car with a flat roof, sharp front slope, and large rear sections. The sides feature low, angular lines with distinct block-like contours defining the wheel arches.",4
a80532ef-ca83-4f27-8b07-e1f2d42ce7f8,Car with a blocky roof and defined front.,13
a80532ef-ca83-4f27-8b07-e1f2d42ce7f8,The car features a rectangular form with a prominent roof.,11
a80532ef-ca83-4f27-8b07-e1f2d42ce7f8,"The car has a rectangular body, block-like roof, and protruding front section.",3
a80532ef-ca83-4f27-8b07-e1f2d42ce7f8,"Rectangular car with flat top, distinct front and rear sections, and block extensions on the sides.",0
a80532ef-ca83-4f27-8b07-e1f2d42ce7f8,"Block-styled car with a rectangular body. The flat roof stretches across the entire length while blocky structures suggest a front end. The sides are characterized by vertical extensions resembling windows, and the rear is formed by multiple stacked sections.",3
4ef15f2f-1018-42c6-9205-a27f44ab9ba0,Compact rectangular vehicle with angular protrusions.,11
4ef15f2f-1018-42c6-9205-a27f44ab9ba0,Boxy automobile with flat rooftop and angular side extensions.,0
4ef15f2f-1018-42c6-9205-a27f44ab9ba0,Rectangular car shape with angular details and blocky contours.,5
4ef15f2f-1018-42c6-9205-a27f44ab9ba0,"Angled extensions on a rectangular car structure, topped with a flat surface, forms this vehicle's distinct shape.",3
4ef15f2f-1018-42c6-9205-a27f44ab9ba0,"A rectangular car with a flat roof and angular extensions on either side. The front and rear of the vehicle slope gently downward, creating an aerodynamic form. The sides feature rectangular details, enhancing the car’s structured, blocky appearance.",10
071c50d2-04a7-4c06-b0de-ad674498573a,Compact rectangular vehicle with angular protrusions.,0
071c50d2-04a7-4c06-b0de-ad674498573a,Boxy automobile with flat rooftop and angular side extensions.,3
071c50d2-04a7-4c06-b0de-ad674498573a,Rectangular car shape with angular details and blocky contours.,6
071c50d2-04a7-4c06-b0de-ad674498573a,"Angled extensions on a rectangular car structure, topped with a flat surface, forms this vehicle's distinct shape.",5
071c50d2-04a7-4c06-b0de-ad674498573a,"A rectangular car with a flat roof and angular extensions on either side. The front and rear of the vehicle slope gently downward, creating an aerodynamic form. The sides feature rectangular details, enhancing the car’s structured, blocky appearance.",100
be225c60-5f53-446d-9fcf-7f0f807a22c8,Compact car with a rectangular body and tiered front.,5
be225c60-5f53-446d-9fcf-7f0f807a22c8,Rectangular car shape with a boxy rear and stepped front.,4
be225c60-5f53-446d-9fcf-7f0f807a22c8,"Box-shaped car with a flat top, steep front layers, and squared rear.",12
be225c60-5f53-446d-9fcf-7f0f807a22c8,"Cuboid car featuring a layered front, flat top, and symmetrical rear, positioned on a rectangular base.",9
be225c60-5f53-446d-9fcf-7f0f807a22c8,"The car has a rectangular body, topped with a flat surface. Its front has stepped, protruding sections, while the rear is squared and uniform. The sides are straight, adding to the overall block-like appearance.",8
dbd899a1-f986-4bf5-b9d7-7024a5ffe626,Compact car with a rectangular body and tiered front.,6
dbd899a1-f986-4bf5-b9d7-7024a5ffe626,Rectangular car shape with a boxy rear and stepped front.,14
dbd899a1-f986-4bf5-b9d7-7024a5ffe626,"Box-shaped car with a flat top, steep front layers, and squared rear.",2
dbd899a1-f986-4bf5-b9d7-7024a5ffe626,"Cuboid car featuring a layered front, flat top, and symmetrical rear, positioned on a rectangular base.",3
dbd899a1-f986-4bf5-b9d7-7024a5ffe626,"The car has a rectangular body, topped with a flat surface. Its front has stepped, protruding sections, while the rear is squared and uniform. The sides are straight, adding to the overall block-like appearance.",0
2c72bc34-11e7-4e9b-9683-cdeed2111720,Car with blocky geometric contours and tiered layers.,0
2c72bc34-11e7-4e9b-9683-cdeed2111720,Boxy car shape featuring a tiered roofline and rounded front.,6
2c72bc34-11e7-4e9b-9683-cdeed2111720,"Compact car with a layered, rectangular body and a rounded front edge.",27
2c72bc34-11e7-4e9b-9683-cdeed2111720,"Blocky vehicle having a rectangular body, tiered roof, and rounded front section with recessed squares.",1
2c72bc34-11e7-4e9b-9683-cdeed2111720,"A car with a rectangular body and a layered, tiered roofline. The front end is rounded, incorporating recessed square features. The body sides exhibit geometric protrusions, and the base is slightly elevated, giving a distinct silhouette.",2
0577a2d0-81e5-4c60-82e2-508480e580db,Car with blocky geometric contours and tiered layers.,100
0577a2d0-81e5-4c60-82e2-508480e580db,Boxy car shape featuring a tiered roofline and rounded front.,28
0577a2d0-81e5-4c60-82e2-508480e580db,"Compact car with a layered, rectangular body and a rounded front edge.",41
0577a2d0-81e5-4c60-82e2-508480e580db,"Blocky vehicle having a rectangular body, tiered roof, and rounded front section with recessed squares.",8
0577a2d0-81e5-4c60-82e2-508480e580db,"A car with a rectangular body and a layered, tiered roofline. The front end is rounded, incorporating recessed square features. The body sides exhibit geometric protrusions, and the base is slightly elevated, giving a distinct silhouette.",0
a4b2ba0a-dc0a-405c-96d7-8d85ccc15995,Compact car with rectangular body and simplified contours.,0
a4b2ba0a-dc0a-405c-96d7-8d85ccc15995,A rectangular car featuring a blocky form with distinct edges.,1
a4b2ba0a-dc0a-405c-96d7-8d85ccc15995,"Boxy car shape, rectangular body, flat roof, small front and rear protrusions.",1
a4b2ba0a-dc0a-405c-96d7-8d85ccc15995,"Rectangular car design with flat roof, small cubic front and rear sections, and minimalistic geometric formation.",6
a4b2ba0a-dc0a-405c-96d7-8d85ccc15995,"A compact car with a rectangular form, featuring a flat roof and slightly raised sections at the front and rear. The car is primarily made up of straight lines, including side, top, and bottom edges, while the small cubic elements add a subtle variation in texture.",10
16c656b0-6cc5-4269-8ae9-2e418a8ab7a0,Compact car with rectangular body and simplified contours.,4
16c656b0-6cc5-4269-8ae9-2e418a8ab7a0,A rectangular car featuring a blocky form with distinct edges.,5
16c656b0-6cc5-4269-8ae9-2e418a8ab7a0,"Boxy car shape, rectangular body, flat roof, small front and rear protrusions.",75
16c656b0-6cc5-4269-8ae9-2e418a8ab7a0,"Rectangular car design with flat roof, small cubic front and rear sections, and minimalistic geometric formation.",27
16c656b0-6cc5-4269-8ae9-2e418a8ab7a0,"A compact car with a rectangular form, featuring a flat roof and slightly raised sections at the front and rear. The car is primarily made up of straight lines, including side, top, and bottom edges, while the small cubic elements add a subtle variation in texture.",15
dfa76df4-7c47-43c8-84e1-c03e45921713,Compact toy car with layered rectangular segments.,2
dfa76df4-7c47-43c8-84e1-c03e45921713,"Toy car with a robust, block-like form and raised sections.",5
dfa76df4-7c47-43c8-84e1-c03e45921713,"Car featuring block-like construction, elevated top sections, and protruding front.",11
dfa76df4-7c47-43c8-84e1-c03e45921713,"Car with blocky sides, tiered top, front bumpers, and recessed rear wheels.",4
dfa76df4-7c47-43c8-84e1-c03e45921713,"Car with a blocky, rectangular base, layered roof segments, rectangular protrusions at front, and recessed rear wheel sections. Elevated sections define the top, and angular formations outline the front design.",0
9bb8a4d2-45a0-4232-a0e7-30865f22e9d1,Compact toy car with layered rectangular segments.,11
9bb8a4d2-45a0-4232-a0e7-30865f22e9d1,"Toy car with a robust, block-like form and raised sections.",7
9bb8a4d2-45a0-4232-a0e7-30865f22e9d1,"Car featuring block-like construction, elevated top sections, and protruding front.",4
9bb8a4d2-45a0-4232-a0e7-30865f22e9d1,"Car with blocky sides, tiered top, front bumpers, and recessed rear wheels.",5
9bb8a4d2-45a0-4232-a0e7-30865f22e9d1,"Car with a blocky, rectangular base, layered roof segments, rectangular protrusions at front, and recessed rear wheel sections. Elevated sections define the top, and angular formations outline the front design.",1
7dcfbc3d-8178-4d2d-bf99-edcb703a69c6,Compact car with a boxy silhouette and angular features.,9
7dcfbc3d-8178-4d2d-bf99-edcb703a69c6,Box-like vehicle with clear edges and a sloped top.,5
7dcfbc3d-8178-4d2d-bf99-edcb703a69c6,"Angular car, flat roof, tapered front, recessed windshield.",3
7dcfbc3d-8178-4d2d-bf99-edcb703a69c6,"Car with a rectangular base, four evenly spaced protrusions, elevated rear section, and central ridge.",28
7dcfbc3d-8178-4d2d-bf99-edcb703a69c6,"Car with a boxy frame, short hood, rectangular trunk area, recessed roof, arched openings defining the wheel wells, and tiered layers creating depth in the body.",18
7cefe6fb-bdb9-434e-801c-7e94ff55888e,Compact car with a boxy silhouette and angular features.,42
7cefe6fb-bdb9-434e-801c-7e94ff55888e,Box-like vehicle with clear edges and a sloped top.,11
7cefe6fb-bdb9-434e-801c-7e94ff55888e,"Angular car, flat roof, tapered front, recessed windshield.",3
7cefe6fb-bdb9-434e-801c-7e94ff55888e,"Car with a rectangular base, four evenly spaced protrusions, elevated rear section, and central ridge.",1
7cefe6fb-bdb9-434e-801c-7e94ff55888e,"Car with a boxy frame, short hood, rectangular trunk area, recessed roof, arched openings defining the wheel wells, and tiered layers creating depth in the body.",13
b36cdf25-b2da-4288-bcbe-463a4c44c3dc,"Car with a blocky, compact shape and main rectangular form.",8
b36cdf25-b2da-4288-bcbe-463a4c44c3dc,Rectangular car body with protruding wheel sections and stepped rear.,15
b36cdf25-b2da-4288-bcbe-463a4c44c3dc,Boxy car design featuring layered bricks with distinct front and back ends.,4
b36cdf25-b2da-4288-bcbe-463a4c44c3dc,"Car configuration with a defined front grille, squared body, rounded front, and tiered back sections.",8
b36cdf25-b2da-4288-bcbe-463a4c44c3dc,"Detailed car with a prominent, squared body; the front end features protruding, rounded elements suggesting a grille, while the rear includes layered, tiered sections and subtle wheel arches.",4
fb5e2e06-4b98-4279-9e15-5e51256780b6,"Car with a blocky, compact shape and main rectangular form.",4
fb5e2e06-4b98-4279-9e15-5e51256780b6,Rectangular car body with protruding wheel sections and stepped rear.,2
fb5e2e06-4b98-4279-9e15-5e51256780b6,Boxy car design featuring layered bricks with distinct front and back ends.,11
fb5e2e06-4b98-4279-9e15-5e51256780b6,"Car configuration with a defined front grille, squared body, rounded front, and tiered back sections.",4
fb5e2e06-4b98-4279-9e15-5e51256780b6,"Detailed car with a prominent, squared body; the front end features protruding, rounded elements suggesting a grille, while the rear includes layered, tiered sections and subtle wheel arches.",6
465e7623-58c1-492b-a5d8-e8c6796ab909,Car with rectangular body and blocky protrusions.,2
465e7623-58c1-492b-a5d8-e8c6796ab909,Rectangular vehicle form with blocky shapes on top.,30
465e7623-58c1-492b-a5d8-e8c6796ab909,Car featuring a long rectangular body with angular top elements.,1
465e7623-58c1-492b-a5d8-e8c6796ab909,"Blocky vehicle with a flat top surface interrupted by cubic structures, and rectangular sides.",41
465e7623-58c1-492b-a5d8-e8c6796ab909,"The car is composed of a long rectangular base. Its top surface has blocky protrusions, positioned mostly towards one end, suggesting a front section. The vehicle’s sides are flat and vertical, giving it a rigid rectangular prism shape overall.",5
e44e1ad8-6c69-4be5-bec3-96fade4f3e13,Car with rectangular body and blocky protrusions.,31
e44e1ad8-6c69-4be5-bec3-96fade4f3e13,Rectangular vehicle form with blocky shapes on top.,0
e44e1ad8-6c69-4be5-bec3-96fade4f3e13,Car featuring a long rectangular body with angular top elements.,19
e44e1ad8-6c69-4be5-bec3-96fade4f3e13,"Blocky vehicle with a flat top surface interrupted by cubic structures, and rectangular sides.",21
e44e1ad8-6c69-4be5-bec3-96fade4f3e13,"The car is composed of a long rectangular base. Its top surface has blocky protrusions, positioned mostly towards one end, suggesting a front section. The vehicle’s sides are flat and vertical, giving it a rigid rectangular prism shape overall.",9
18370aaa-23d0-43fd-94a1-eee894baaa89,Compact car with angular and blocky form.,12
18370aaa-23d0-43fd-94a1-eee894baaa89,Box-shaped car featuring a tiered roof and geometric sides.,1
18370aaa-23d0-43fd-94a1-eee894baaa89,"Rectangular car with a layered design, including a stepped roof and flat front and rear.",4
18370aaa-23d0-43fd-94a1-eee894baaa89,"Car with distinct tiered roof, flat side panels, and evenly spaced rectangular protrusions on the surface.",2
18370aaa-23d0-43fd-94a1-eee894baaa89,"A car with a rectangular, blocky form, featuring a tiered roof composed of several layered sections. The sides are smooth with carefully positioned recesses. Rectangular projections on the roof and rear suggest a balanced geometric layout, while the front section has a squared, compact look.",1
e690a39e-b265-48e6-8506-c5b7df5621bc,Compact car with angular and blocky form.,47
e690a39e-b265-48e6-8506-c5b7df5621bc,Box-shaped car featuring a tiered roof and geometric sides.,23
e690a39e-b265-48e6-8506-c5b7df5621bc,"Rectangular car with a layered design, including a stepped roof and flat front and rear.",14
e690a39e-b265-48e6-8506-c5b7df5621bc,"Car with distinct tiered roof, flat side panels, and evenly spaced rectangular protrusions on the surface.",7
e690a39e-b265-48e6-8506-c5b7df5621bc,"A car with a rectangular, blocky form, featuring a tiered roof composed of several layered sections. The sides are smooth with carefully positioned recesses. Rectangular projections on the roof and rear suggest a balanced geometric layout, while the front section has a squared, compact look.",23
a3f75d17-2832-47dc-9ad5-93cc4ee499a7,"Car with layered segments, angular contours, and blocky form.",15
a3f75d17-2832-47dc-9ad5-93cc4ee499a7,Angularly contoured vehicle with stepped sides and a compact frame.,15
a3f75d17-2832-47dc-9ad5-93cc4ee499a7,"Vehicle featuring a stepped design, angular edges, and connected segments.",18
a3f75d17-2832-47dc-9ad5-93cc4ee499a7,"The car has a layered chassis, stepped sides, and well-defined angular contours.",7
a3f75d17-2832-47dc-9ad5-93cc4ee499a7,"Blocky car design with a compact, geometric frame. Sides are stepped with multiple layers, creating angular contours. The front features a protruding segment, transitioning to a wider rear.顶部 The roof is flat, integrating into the overall angular aesthetic.",9
69c36470-8082-4d6d-85c2-e66a5dd4da55,"Car with layered segments, angular contours, and blocky form.",1
69c36470-8082-4d6d-85c2-e66a5dd4da55,Angularly contoured vehicle with stepped sides and a compact frame.,8
69c36470-8082-4d6d-85c2-e66a5dd4da55,"Vehicle featuring a stepped design, angular edges, and connected segments.",12
69c36470-8082-4d6d-85c2-e66a5dd4da55,"The car has a layered chassis, stepped sides, and well-defined angular contours.",24
69c36470-8082-4d6d-85c2-e66a5dd4da55,"Blocky car design with a compact, geometric frame. Sides are stepped with multiple layers, creating angular contours. The front features a protruding segment, transitioning to a wider rear.顶部 The roof is flat, integrating into the overall angular aesthetic.",7
6440ca35-d1a5-46cb-932a-d07030611298,Compact car shape with layered geometric elements.,4
6440ca35-d1a5-46cb-932a-d07030611298,Rectangular car form with a sloped front and stacked rear.,3
6440ca35-d1a5-46cb-932a-d07030611298,"Car with a boxy outline, sloping roof, and tiered rear.",4
6440ca35-d1a5-46cb-932a-d07030611298,"Small geometric car with a flat roof, slanted front, and stepped back.",45
6440ca35-d1a5-46cb-932a-d07030611298,"Rectangular car featuring a sloped front leading to a flat top. The back gradually steps upward with block layers, accentuating a tiered design. Its sides have a slightly protruding midsection, creating a subtle bulging effect.",0
956c901b-23ef-4ffd-9e06-4c705ff34cb1,Compact car shape with layered geometric elements.,36
956c901b-23ef-4ffd-9e06-4c705ff34cb1,Rectangular car form with a sloped front and stacked rear.,29
956c901b-23ef-4ffd-9e06-4c705ff34cb1,"Car with a boxy outline, sloping roof, and tiered rear.",1
956c901b-23ef-4ffd-9e06-4c705ff34cb1,"Small geometric car with a flat roof, slanted front, and stepped back.",8
956c901b-23ef-4ffd-9e06-4c705ff34cb1,"Rectangular car featuring a sloped front leading to a flat top. The back gradually steps upward with block layers, accentuating a tiered design. Its sides have a slightly protruding midsection, creating a subtle bulging effect.",16
93efdb8f-40c2-40a0-871d-a3e83b76c7ad,Compact car with defined geometric structure.,1
93efdb8f-40c2-40a0-871d-a3e83b76c7ad,A small car featuring a rectangular body and angular edges.,8
93efdb8f-40c2-40a0-871d-a3e83b76c7ad,"Car with a blocky form, a boxy roof, and precise square corners.",1
93efdb8f-40c2-40a0-871d-a3e83b76c7ad,"The vehicle has a box-like main body with a subtly sloped front and a flat rear end, complemented by distinct layered panels.",54
93efdb8f-40c2-40a0-871d-a3e83b76c7ad,"A compact car composed of a rectangular main body, a slightly elevated hood, and a flattened roof. The roof slants gently towards a squared rear, while each side showcases layered formations.",0
851d8b02-e05b-421e-9168-3274241b6e48,Compact car with defined geometric structure.,100
851d8b02-e05b-421e-9168-3274241b6e48,A small car featuring a rectangular body and angular edges.,1
851d8b02-e05b-421e-9168-3274241b6e48,"Car with a blocky form, a boxy roof, and precise square corners.",3
851d8b02-e05b-421e-9168-3274241b6e48,"The vehicle has a box-like main body with a subtly sloped front and a flat rear end, complemented by distinct layered panels.",6
851d8b02-e05b-421e-9168-3274241b6e48,"A compact car composed of a rectangular main body, a slightly elevated hood, and a flattened roof. The roof slants gently towards a squared rear, while each side showcases layered formations.",5
910a84db-74cf-4afd-91d1-5a7d8b1a2455,Compact car with brick-like geometric features.,1
910a84db-74cf-4afd-91d1-5a7d8b1a2455,"Car with a boxy shape, rectangular sides, and flat top.",2
910a84db-74cf-4afd-91d1-5a7d8b1a2455,"Rectangular car, flat top, tiered sides, and block-like front.",14
910a84db-74cf-4afd-91d1-5a7d8b1a2455,Car with a stepped roof and recessed lower sections adding dimension.,4
910a84db-74cf-4afd-91d1-5a7d8b1a2455,"A car with a distinct rectangular form, featuring a flat roof composed of uniform bricks. The sides have a slight taper towards the bottom, creating a streamlined look, while the front and rear are squared off with visible brick outlines enhancing its angular appearance.",5
1ccc75b8-57e3-47d6-b9b5-d0f4203bc1bb,Compact car with brick-like geometric features.,3
1ccc75b8-57e3-47d6-b9b5-d0f4203bc1bb,"Car with a boxy shape, rectangular sides, and flat top.",0
1ccc75b8-57e3-47d6-b9b5-d0f4203bc1bb,"Rectangular car, flat top, tiered sides, and block-like front.",4
1ccc75b8-57e3-47d6-b9b5-d0f4203bc1bb,Car with a stepped roof and recessed lower sections adding dimension.,5
1ccc75b8-57e3-47d6-b9b5-d0f4203bc1bb,"A car with a distinct rectangular form, featuring a flat roof composed of uniform bricks. The sides have a slight taper towards the bottom, creating a streamlined look, while the front and rear are squared off with visible brick outlines enhancing its angular appearance.",2
2c093212-203e-49c6-82f2-ac245c5e4e49,Compact car with angular and block-like form.,4
2c093212-203e-49c6-82f2-ac245c5e4e49,A small vehicle featuring a stepped roof and rectilinear shape.,3
2c093212-203e-49c6-82f2-ac245c5e4e49,"Vehicle with a boxy silhouette, tiered roof, and even proportions.",4
2c093212-203e-49c6-82f2-ac245c5e4e49,"A compact automobile with distinct tiers forming the roof, rectangular body, and evenly distributed geometric shapes.",31
2c093212-203e-49c6-82f2-ac245c5e4e49,"The car has a blocky structure with a defined rectangular base. The roof is tiered into two steps, with a straight, slightly sloped upper surface. The sides are uniform, with the front and rear maintaining the rectangular form.",1
eaccd35b-808b-4538-92c7-d0f09192ad1e,Compact car with angular and block-like form.,15
eaccd35b-808b-4538-92c7-d0f09192ad1e,A small vehicle featuring a stepped roof and rectilinear shape.,0
eaccd35b-808b-4538-92c7-d0f09192ad1e,"Vehicle with a boxy silhouette, tiered roof, and even proportions.",3
