structure_id,prompt,collision,already_rejected
83244421-9c8d-4cd8-a1f0-ae2495138545,"Car exhibiting a rectangular, tiered rooftop with angular side sections and a prominent front.",35,126
83244421-9c8d-4cd8-a1f0-ae2495138545,"A car with a blocky, horizontal body structure. It has an elevated, multi-tiered roof and distinct, stepped sections at the front and rear. Rectangular side elements give it a defined profile, and the rear features a slightly raised and angular surface.",33,155,1
dcc5e23e-fa1a-4eab-b6c2-53684cb100dd,Car with blocky form and angular contours.,30,104
dcc5e23e-fa1a-4eab-b6c2-53684cb100dd,Compact car body with distinct angular edges and tiered layers.,16,32
dcc5e23e-fa1a-4eab-b6c2-53684cb100dd,"Rectangular car structure, angular roof, layered midsection, and blocky sides.",31,97
dcc5e23e-fa1a-4eab-b6c2-53684cb100dd,"Block-formed car with tiered roofline, angular hood, and squared-off rear.",35,85
dcc5e23e-fa1a-4eab-b6c2-53684cb100dd,"A car featuring a blocky, rectangular shape with defined angular edges. The roof forms a tiered design, complemented by a flat hood and squared-off rear. The sides present a layered, stepped appearance, creating a distinct geometric composition.",21,27
49c86982-7152-4d33-97fd-f826e6110df4,Car with blocky form and angular contours.,55,488
49c86982-7152-4d33-97fd-f826e6110df4,Compact car body with distinct angular edges and tiered layers.,64,239
49c86982-7152-4d33-97fd-f826e6110df4,"Rectangular car structure, angular roof, layered midsection, and blocky sides.",140,675,1
49c86982-7152-4d33-97fd-f826e6110df4,"Block-formed car with tiered roofline, angular hood, and squared-off rear.",100,310
49c86982-7152-4d33-97fd-f826e6110df4,"A car featuring a blocky, rectangular shape with defined angular edges. The roof forms a tiered design, complemented by a flat hood and squared-off rear. The sides present a layered, stepped appearance, creating a distinct geometric composition.",3,1
a7b7a984-5478-48f1-8edf-dd13176c8d27,"Compact car with tiered, blocky features and curved edges.",1
a7b7a984-5478-48f1-8edf-dd13176c8d27,Rectangular car featuring stepped layers and rounded front contours.,8,11
a7b7a984-5478-48f1-8edf-dd13176c8d27,"Squared car shape, layered surface, rounded front, inset rear section.",15,80
a7b7a984-5478-48f1-8edf-dd13176c8d27,"Geometric car form with stepped layers, rounded front, raised corners.",13,25
a7b7a984-5478-48f1-8edf-dd13176c8d27,"Rectangular car with a layered body, rounded front edges, raised top section, blocky rear, and inset wheel arches.",24,117
d91d3c0d-bf3e-4947-b044-0bc8e46959db,"Compact car with tiered, blocky features and curved edges.",4,23
d91d3c0d-bf3e-4947-b044-0bc8e46959db,Rectangular car featuring stepped layers and rounded front contours.,13,50
d91d3c0d-bf3e-4947-b044-0bc8e46959db,"Squared car shape, layered surface, rounded front, inset rear section.",11,19
d91d3c0d-bf3e-4947-b044-0bc8e46959db,"Geometric car form with stepped layers, rounded front, raised corners.",87,476
d91d3c0d-bf3e-4947-b044-0bc8e46959db,"Rectangular car with a layered body, rounded front edges, raised top section, blocky rear, and inset wheel arches.",42,410
1d16d574-7a9a-44a8-bdc5-a7e61fe34dc9,Car with four wheels and a flat roof.,94,571,1
1d16d574-7a9a-44a8-bdc5-a7e61fe34dc9,"Blocky car, rectangular body, and four protruding wheels.",11,64
1d16d574-7a9a-44a8-bdc5-a7e61fe34dc9,Boxy car design featuring four protruding wheels and a rectangular roof.,64,180,2
1d16d574-7a9a-44a8-bdc5-a7e61fe34dc9,"Rectangular car with a flat roof, four blocky wheels, and a raised back section.",8,70
1d16d574-7a9a-44a8-bdc5-a7e61fe34dc9,"Car with an elongated body, a flat, rectangular roof, and four cylindrical wheels extending outward. The back section is slightly elevated, creating a layered appearance.",2
edb90baa-fa46-4623-a825-395ce8515a35,Car with four wheels and a flat roof.,42,77
edb90baa-fa46-4623-a825-395ce8515a35,"Blocky car, rectangular body, and four protruding wheels.",2,1
edb90baa-fa46-4623-a825-395ce8515a35,Boxy car design featuring four protruding wheels and a rectangular roof.,15,10
edb90baa-fa46-4623-a825-395ce8515a35,"Rectangular car with a flat roof, four blocky wheels, and a raised back section.",1,3
edb90baa-fa46-4623-a825-395ce8515a35,"Car with an elongated body, a flat, rectangular roof, and four cylindrical wheels extending outward. The back section is slightly elevated, creating a layered appearance.",10,116
267a8351-f232-4b08-8f46-7576299ae6b4,Car with a rectangular body and angular components.,27,187
267a8351-f232-4b08-8f46-7576299ae6b4,Compact car featuring a boxy shape and distinct straight edges.,29,192
267a8351-f232-4b08-8f46-7576299ae6b4,"Box-like car with a sloped hood, flat roof, and squared trunk.",12,22
267a8351-f232-4b08-8f46-7576299ae6b4,"Car with a rectangular base, elevated hood, flat cabin, and blocky trunk.",18,133
267a8351-f232-4b08-8f46-7576299ae6b4,"Rectangular car with a sloped front, flat roof, squared trunk. Rounded edges along sides, small blocks for wheels. Low-profile shape with distinct, angular lines and smooth transitions between components."
a3b6ec0a-81fe-4c2d-adee-95577512af04,Car with a rectangular body and angular components.,37,122
a3b6ec0a-81fe-4c2d-adee-95577512af04,Compact car featuring a boxy shape and distinct straight edges.,15,26
a3b6ec0a-81fe-4c2d-adee-95577512af04,"Box-like car with a sloped hood, flat roof, and squared trunk.",18,116
a3b6ec0a-81fe-4c2d-adee-95577512af04,"Car with a rectangular base, elevated hood, flat cabin, and blocky trunk.",41,90
a3b6ec0a-81fe-4c2d-adee-95577512af04,"Rectangular car with a sloped front, flat roof, squared trunk. Rounded edges along sides, small blocks for wheels. Low-profile shape with distinct, angular lines and smooth transitions between components.",60,259
9478749e-fd3d-4dfc-991e-e24114b7bb3b,"A compact car with a simple, angular form.",2,8
9478749e-fd3d-4dfc-991e-e24114b7bb3b,A rectangular car shape with a tiered roof and blocky contours.,152,608
9478749e-fd3d-4dfc-991e-e24114b7bb3b,"The car features a boxy body, flat roof, and angular sides.",7,24
9478749e-fd3d-4dfc-991e-e24114b7bb3b,"This car has a rectangular base, angular sides, a block-like roof, and a stepped rear.",6,27
9478749e-fd3d-4dfc-991e-e24114b7bb3b,"The car is structured with a rectangular base and angular sides. The flat roof is stepped at the rear, where a slight elevation creates a layered look. The front and back form a straightforward, blocky appearance, closely aligning with the geometric block arrangement.",12,42
ac38c739-7506-4ec1-870f-8b4de6b7022f,"A compact car with a simple, angular form.",46,241
ac38c739-7506-4ec1-870f-8b4de6b7022f,A rectangular car shape with a tiered roof and blocky contours.,23,133
ac38c739-7506-4ec1-870f-8b4de6b7022f,"The car features a boxy body, flat roof, and angular sides.",2
ac38c739-7506-4ec1-870f-8b4de6b7022f,"This car has a rectangular base, angular sides, a block-like roof, and a stepped rear.",13,42
ac38c739-7506-4ec1-870f-8b4de6b7022f,"The car is structured with a rectangular base and angular sides. The flat roof is stepped at the rear, where a slight elevation creates a layered look. The front and back form a straightforward, blocky appearance, closely aligning with the geometric block arrangement.",28,185
b952dafe-329e-4755-8502-f0636cc1dd77,Compact car with a block-like structure.,6,113
b952dafe-329e-4755-8502-f0636cc1dd77,A small car featuring a boxy shape and angular build.,15,33
b952dafe-329e-4755-8502-f0636cc1dd77,"The car is compact, with a rectangular form and square front.",15,26
b952dafe-329e-4755-8502-f0636cc1dd77,"A car with a cuboid shape, flat roof, and squared-off rear and front sections.",4,114
b952dafe-329e-4755-8502-f0636cc1dd77,"A car featuring a rigid, rectangular structure with flat surfaces. It has a square front and rear with a consistent block-like form throughout.",32,119
ae2d5029-a78a-4a17-aa6a-05d32890be09,Compact car with a block-like structure.,48,104
ae2d5029-a78a-4a17-aa6a-05d32890be09,A small car featuring a boxy shape and angular build.,8,36
ae2d5029-a78a-4a17-aa6a-05d32890be09,"The car is compact, with a rectangular form and square front.",1,9
ae2d5029-a78a-4a17-aa6a-05d32890be09,"A car with a cuboid shape, flat roof, and squared-off rear and front sections.",2,25,5,1
ae2d5029-a78a-4a17-aa6a-05d32890be09,"A car featuring a rigid, rectangular structure with flat surfaces. It has a square front and rear with a consistent block-like form throughout.",1,28,159
eaa4a830-f23d-4bd5-a569-79471f19bc24,Compact car with layered geometric elements.,1,5
eaa4a830-f23d-4bd5-a569-79471f19bc24,Rectangular car shape featuring stacked rectangular and square segments.,9,10
eaa4a830-f23d-4bd5-a569-79471f19bc24,"Car with a boxy form, layered bricks creating an angular roof, and a protruding front.",11,123
eaa4a830-f23d-4bd5-a569-79471f19bc24,"The car displays a robust rectangular structure, intricate brick layering for contour, with a pronounced hood and a flat top.",10,88
eaa4a830-f23d-4bd5-a569-79471f19bc24,"A rectangular-bodied car composed of multiple squared and rectangular bricks forming the main body. The rooftop is flat and segmented, with a forward-angled hood and a rearward tapering rear, indicating a simplistic yet defined form.",4,32
d3795c99-d190-4044-9279-bf56f524f451,Compact car with layered geometric elements.,2,8
d3795c99-d190-4044-9279-bf56f524f451,Rectangular car shape featuring stacked rectangular and square segments.,11,7
d3795c99-d190-4044-9279-bf56f524f451,"Car with a boxy form, layered bricks creating an angular roof, and a protruding front.",41,254
d3795c99-d190-4044-9279-bf56f524f451,"The car displays a robust rectangular structure, intricate brick layering for contour, with a pronounced hood and a flat top.",31,393,1
d3795c99-d190-4044-9279-bf56f524f451,"A rectangular-bodied car composed of multiple squared and rectangular bricks forming the main body. The rooftop is flat and segmented, with a forward-angled hood and a rearward tapering rear, indicating a simplistic yet defined form.",11,59
9f8f20a4-e5ca-4358-9916-c50e3eb73200,Compact car with blocky contours and prominent features.,37,190
9f8f20a4-e5ca-4358-9916-c50e3eb73200,"A vehicle with rectangular and angular shapes, showing distinct outlines.",11,17
9f8f20a4-e5ca-4358-9916-c50e3eb73200,"Boxy automobile featuring a sloped hood, square rear, and two-tier roof.",14,57,1
9f8f20a4-e5ca-4358-9916-c50e3eb73200,"An angular car design with layered elements, including a stepped grille and elevated rear section.",27,110
9f8f20a4-e5ca-4358-9916-c50e3eb73200,"Blocky car with a flat top, tiered grille, protruding bumper, angled sides, and distinct roofline.",2
15060f84-ed17-44ec-9687-84c3ae19bffe,Compact car with blocky contours and prominent features.,82,364,1
15060f84-ed17-44ec-9687-84c3ae19bffe,"A vehicle with rectangular and angular shapes, showing distinct outlines.",129,346
15060f84-ed17-44ec-9687-84c3ae19bffe,"Boxy automobile featuring a sloped hood, square rear, and two-tier roof.",19,17
15060f84-ed17-44ec-9687-84c3ae19bffe,"An angular car design with layered elements, including a stepped grille and elevated rear section.",11,15
15060f84-ed17-44ec-9687-84c3ae19bffe,"Blocky car with a flat top, tiered grille, protruding bumper, angled sides, and distinct roofline.",76,538,1
ff134ea6-2c01-4b7a-a7ff-8f6f0ec3875a,A compact car with angular edges and a low profile.,73,277
ff134ea6-2c01-4b7a-a7ff-8f6f0ec3875a,A small vehicle with a flat topside and distinct cubic corners.,84,439,2
ff134ea6-2c01-4b7a-a7ff-8f6f0ec3875a,"A rectangular car with a smooth top and blocky windows, featuring a gradual slope at the front.",122,541,1
ff134ea6-2c01-4b7a-a7ff-8f6f0ec3875a,"The car has a prominent rectangular roof and defined block-like bodywork at the rear, with subtle angular side mirrors.",61,444
ff134ea6-2c01-4b7a-a7ff-8f6f0ec3875a,"A rectangular car with a flat roof, sharp front slope, and large rear sections. The sides feature low, angular lines with distinct block-like contours defining the wheel arches.",44,274
9446c829-f99e-401f-8413-0b43acb7604c,A compact car with angular edges and a low profile.,113,479,2
9446c829-f99e-401f-8413-0b43acb7604c,A small vehicle with a flat topside and distinct cubic corners.,28,264
9446c829-f99e-401f-8413-0b43acb7604c,"A rectangular car with a smooth top and blocky windows, featuring a gradual slope at the front.",95,561,1
9446c829-f99e-401f-8413-0b43acb7604c,"The car has a prominent rectangular roof and defined block-like bodywork at the rear, with subtle angular side mirrors.",21,87
9446c829-f99e-401f-8413-0b43acb7604c,"A rectangular car with a flat roof, sharp front slope, and large rear sections. The sides feature low, angular lines with distinct block-like contours defining the wheel arches.",17,75
a80532ef-ca83-4f27-8b07-e1f2d42ce7f8,Car with a blocky roof and defined front.,66,523
a80532ef-ca83-4f27-8b07-e1f2d42ce7f8,The car features a rectangular form with a prominent roof.,50,238
a80532ef-ca83-4f27-8b07-e1f2d42ce7f8,"The car has a rectangular body, block-like roof, and protruding front section.",14,41
a80532ef-ca83-4f27-8b07-e1f2d42ce7f8,"Rectangular car with flat top, distinct front and rear sections, and block extensions on the sides.",5,74,1
a80532ef-ca83-4f27-8b07-e1f2d42ce7f8,"Block-styled car with a rectangular body. The flat roof stretches across the entire length while blocky structures suggest a front end. The sides are characterized by vertical extensions resembling windows, and the rear is formed by multiple stacked sections.",13,117
4ef15f2f-1018-42c6-9205-a27f44ab9ba0,Compact rectangular vehicle with angular protrusions.,49,227
4ef15f2f-1018-42c6-9205-a27f44ab9ba0,Boxy automobile with flat rooftop and angular side extensions.,9,56
4ef15f2f-1018-42c6-9205-a27f44ab9ba0,Rectangular car shape with angular details and blocky contours.,37,61,1
4ef15f2f-1018-42c6-9205-a27f44ab9ba0,"Angled extensions on a rectangular car structure, topped with a flat surface, forms this vehicle's distinct shape.",7,9
4ef15f2f-1018-42c6-9205-a27f44ab9ba0,"A rectangular car with a flat roof and angular extensions on either side. The front and rear of the vehicle slope gently downward, creating an aerodynamic form. The sides feature rectangular details, enhancing the car’s structured, blocky appearance.",45,114
071c50d2-04a7-4c06-b0de-ad674498573a,Compact rectangular vehicle with angular protrusions.,1,26
071c50d2-04a7-4c06-b0de-ad674498573a,Boxy automobile with flat rooftop and angular side extensions.,14,94
071c50d2-04a7-4c06-b0de-ad674498573a,Rectangular car shape with angular details and blocky contours.,31,116
071c50d2-04a7-4c06-b0de-ad674498573a,"Angled extensions on a rectangular car structure, topped with a flat surface, forms this vehicle's distinct shape.",21,67,1
071c50d2-04a7-4c06-b0de-ad674498573a,"A rectangular car with a flat roof and angular extensions on either side. The front and rear of the vehicle slope gently downward, creating an aerodynamic form. The sides feature rectangular details, enhancing the car’s structured, blocky appearance.",1
be225c60-5f53-446d-9fcf-7f0f807a22c8,Compact car with a rectangular body and tiered front.,24,47
be225c60-5f53-446d-9fcf-7f0f807a22c8,Rectangular car shape with a boxy rear and stepped front.,30,149,1
be225c60-5f53-446d-9fcf-7f0f807a22c8,"Box-shaped car with a flat top, steep front layers, and squared rear.",40,159,1
be225c60-5f53-446d-9fcf-7f0f807a22c8,"Cuboid car featuring a layered front, flat top, and symmetrical rear, positioned on a rectangular base.",41,159
be225c60-5f53-446d-9fcf-7f0f807a22c8,"The car has a rectangular body, topped with a flat surface. Its front has stepped, protruding sections, while the rear is squared and uniform. The sides are straight, adding to the overall block-like appearance.",28,124
dbd899a1-f986-4bf5-b9d7-7024a5ffe626,Compact car with a rectangular body and tiered front.,25,65
dbd899a1-f986-4bf5-b9d7-7024a5ffe626,Rectangular car shape with a boxy rear and stepped front.,62,258
dbd899a1-f986-4bf5-b9d7-7024a5ffe626,"Box-shaped car with a flat top, steep front layers, and squared rear.",4,2
dbd899a1-f986-4bf5-b9d7-7024a5ffe626,"Cuboid car featuring a layered front, flat top, and symmetrical rear, positioned on a rectangular base.",18,131,1
dbd899a1-f986-4bf5-b9d7-7024a5ffe626,"The car has a rectangular body, topped with a flat surface. Its front has stepped, protruding sections, while the rear is squared and uniform. The sides are straight, adding to the overall block-like appearance.",6,36
2c72bc34-11e7-4e9b-9683-cdeed2111720,Car with blocky geometric contours and tiered layers.,3,5
2c72bc34-11e7-4e9b-9683-cdeed2111720,Boxy car shape featuring a tiered roofline and rounded front.,10,22
2c72bc34-11e7-4e9b-9683-cdeed2111720,"Compact car with a layered, rectangular body and a rounded front edge.",109,596
2c72bc34-11e7-4e9b-9683-cdeed2111720,"Blocky vehicle having a rectangular body, tiered roof, and rounded front section with recessed squares.",12,39
2c72bc34-11e7-4e9b-9683-cdeed2111720,"A car with a rectangular body and a layered, tiered roofline. The front end is rounded, incorporating recessed square features. The body sides exhibit geometric protrusions, and the base is slightly elevated, giving a distinct silhouette.",12,18
0577a2d0-81e5-4c60-82e2-508480e580db,Car with blocky geometric contours and tiered layers.,31,92,1
0577a2d0-81e5-4c60-82e2-508480e580db,Boxy car shape featuring a tiered roofline and rounded front.,127,450
0577a2d0-81e5-4c60-82e2-508480e580db,"Compact car with a layered, rectangular body and a rounded front edge.",292,821
0577a2d0-81e5-4c60-82e2-508480e580db,"Blocky vehicle having a rectangular body, tiered roof, and rounded front section with recessed squares.",36,99
0577a2d0-81e5-4c60-82e2-508480e580db,"A car with a rectangular body and a layered, tiered roofline. The front end is rounded, incorporating recessed square features. The body sides exhibit geometric protrusions, and the base is slightly elevated, giving a distinct silhouette.",2,25
a4b2ba0a-dc0a-405c-96d7-8d85ccc15995,Compact car with rectangular body and simplified contours.,3
a4b2ba0a-dc0a-405c-96d7-8d85ccc15995,A rectangular car featuring a blocky form with distinct edges.,2,5
a4b2ba0a-dc0a-405c-96d7-8d85ccc15995,"Boxy car shape, rectangular body, flat roof, small front and rear protrusions.",2,1
a4b2ba0a-dc0a-405c-96d7-8d85ccc15995,"Rectangular car design with flat roof, small cubic front and rear sections, and minimalistic geometric formation.",15,9
a4b2ba0a-dc0a-405c-96d7-8d85ccc15995,"A compact car with a rectangular form, featuring a flat roof and slightly raised sections at the front and rear. The car is primarily made up of straight lines, including side, top, and bottom edges, while the small cubic elements add a subtle variation in texture.",39,162,1
16c656b0-6cc5-4269-8ae9-2e418a8ab7a0,Compact car with rectangular body and simplified contours.,32,141
16c656b0-6cc5-4269-8ae9-2e418a8ab7a0,A rectangular car featuring a blocky form with distinct edges.,16,113
16c656b0-6cc5-4269-8ae9-2e418a8ab7a0,"Boxy car shape, rectangular body, flat roof, small front and rear protrusions.",49,176
16c656b0-6cc5-4269-8ae9-2e418a8ab7a0,"Rectangular car design with flat roof, small cubic front and rear sections, and minimalistic geometric formation.",155,923
16c656b0-6cc5-4269-8ae9-2e418a8ab7a0,"A compact car with a rectangular form, featuring a flat roof and slightly raised sections at the front and rear. The car is primarily made up of straight lines, including side, top, and bottom edges, while the small cubic elements add a subtle variation in texture.",71,304
dfa76df4-7c47-43c8-84e1-c03e45921713,Compact toy car with layered rectangular segments.,4,12
dfa76df4-7c47-43c8-84e1-c03e45921713,"Toy car with a robust, block-like form and raised sections.",25,328,1
dfa76df4-7c47-43c8-84e1-c03e45921713,"Car featuring block-like construction, elevated top sections, and protruding front.",61,236
dfa76df4-7c47-43c8-84e1-c03e45921713,"Car with blocky sides, tiered top, front bumpers, and recessed rear wheels.",23,67
dfa76df4-7c47-43c8-84e1-c03e45921713,"Car with a blocky, rectangular base, layered roof segments, rectangular protrusions at front, and recessed rear wheel sections. Elevated sections define the top, and angular formations outline the front design.",3,1
9bb8a4d2-45a0-4232-a0e7-30865f22e9d1,Compact toy car with layered rectangular segments.,54,233
9bb8a4d2-45a0-4232-a0e7-30865f22e9d1,"Toy car with a robust, block-like form and raised sections.",42,94
9bb8a4d2-45a0-4232-a0e7-30865f22e9d1,"Car featuring block-like construction, elevated top sections, and protruding front.",18,23
9bb8a4d2-45a0-4232-a0e7-30865f22e9d1,"Car with blocky sides, tiered top, front bumpers, and recessed rear wheels.",42,200
9bb8a4d2-45a0-4232-a0e7-30865f22e9d1,"Car with a blocky, rectangular base, layered roof segments, rectangular protrusions at front, and recessed rear wheel sections. Elevated sections define the top, and angular formations outline the front design."
7dcfbc3d-8178-4d2d-bf99-edcb703a69c6,Compact car with a boxy silhouette and angular features.,47,115
7dcfbc3d-8178-4d2d-bf99-edcb703a69c6,Box-like vehicle with clear edges and a sloped top.,22,170
7dcfbc3d-8178-4d2d-bf99-edcb703a69c6,"Angular car, flat roof, tapered front, recessed windshield.",13,95
7dcfbc3d-8178-4d2d-bf99-edcb703a69c6,"Car with a rectangular base, four evenly spaced protrusions, elevated rear section, and central ridge.",145,1061,2
7dcfbc3d-8178-4d2d-bf99-edcb703a69c6,"Car with a boxy frame, short hood, rectangular trunk area, recessed roof, arched openings defining the wheel wells, and tiered layers creating depth in the body.",67,327
7cefe6fb-bdb9-434e-801c-7e94ff55888e,Compact car with a boxy silhouette and angular features.,181,863,5
7cefe6fb-bdb9-434e-801c-7e94ff55888e,Box-like vehicle with clear edges and a sloped top.,14,161,1
7cefe6fb-bdb9-434e-801c-7e94ff55888e,"Angular car, flat roof, tapered front, recessed windshield.",6,77
7cefe6fb-bdb9-434e-801c-7e94ff55888e,"Car with a rectangular base, four evenly spaced protrusions, elevated rear section, and central ridge.",3,176,1
7cefe6fb-bdb9-434e-801c-7e94ff55888e,"Car with a boxy frame, short hood, rectangular trunk area, recessed roof, arched openings defining the wheel wells, and tiered layers creating depth in the body.",67,527
b36cdf25-b2da-4288-bcbe-463a4c44c3dc,"Car with a blocky, compact shape and main rectangular form.",44,179
b36cdf25-b2da-4288-bcbe-463a4c44c3dc,Rectangular car body with protruding wheel sections and stepped rear.,83,90
b36cdf25-b2da-4288-bcbe-463a4c44c3dc,Boxy car design featuring layered bricks with distinct front and back ends.,18,280
b36cdf25-b2da-4288-bcbe-463a4c44c3dc,"Car configuration with a defined front grille, squared body, rounded front, and tiered back sections.",39,88
b36cdf25-b2da-4288-bcbe-463a4c44c3dc,"Detailed car with a prominent, squared body; the front end features protruding, rounded elements suggesting a grille, while the rear includes layered, tiered sections and subtle wheel arches.",25,1,168
fb5e2e06-4b98-4279-9e15-5e51256780b6,"Car with a blocky, compact shape and main rectangular form.",7,27
fb5e2e06-4b98-4279-9e15-5e51256780b6,Rectangular car body with protruding wheel sections and stepped rear.,6,18,1
fb5e2e06-4b98-4279-9e15-5e51256780b6,Boxy car design featuring layered bricks with distinct front and back ends.,36,173
fb5e2e06-4b98-4279-9e15-5e51256780b6,"Car configuration with a defined front grille, squared body, rounded front, and tiered back sections.",9,35
fb5e2e06-4b98-4279-9e15-5e51256780b6,"Detailed car with a prominent, squared body; the front end features protruding, rounded elements suggesting a grille, while the rear includes layered, tiered sections and subtle wheel arches.",51,81
465e7623-58c1-492b-a5d8-e8c6796ab909,Car with rectangular body and blocky protrusions.,15,47
465e7623-58c1-492b-a5d8-e8c6796ab909,Rectangular vehicle form with blocky shapes on top.,43,151
465e7623-58c1-492b-a5d8-e8c6796ab909,Car featuring a long rectangular body with angular top elements.,4
465e7623-58c1-492b-a5d8-e8c6796ab909,"Blocky vehicle with a flat top surface interrupted by cubic structures, and rectangular sides.",198,834,4
465e7623-58c1-492b-a5d8-e8c6796ab909,"The car is composed of a long rectangular base. Its top surface has blocky protrusions, positioned mostly towards one end, suggesting a front section. The vehicle’s sides are flat and vertical, giving it a rigid rectangular prism shape overall.",19,56
e44e1ad8-6c69-4be5-bec3-96fade4f3e13,Car with rectangular body and blocky protrusions.,70,608,1
e44e1ad8-6c69-4be5-bec3-96fade4f3e13,Rectangular vehicle form with blocky shapes on top.,2,8,1
e44e1ad8-6c69-4be5-bec3-96fade4f3e13,Car featuring a long rectangular body with angular top elements.,34,66
e44e1ad8-6c69-4be5-bec3-96fade4f3e13,"Blocky vehicle with a flat top surface interrupted by cubic structures, and rectangular sides.",77,292
e44e1ad8-6c69-4be5-bec3-96fade4f3e13,"The car is composed of a long rectangular base. Its top surface has blocky protrusions, positioned mostly towards one end, suggesting a front section. The vehicle’s sides are flat and vertical, giving it a rigid rectangular prism shape overall.",39,228
18370aaa-23d0-43fd-94a1-eee894baaa89,Compact car with angular and blocky form.,41,318,1,2
18370aaa-23d0-43fd-94a1-eee894baaa89,Box-shaped car featuring a tiered roof and geometric sides.,15,24
18370aaa-23d0-43fd-94a1-eee894baaa89,"Rectangular car with a layered design, including a stepped roof and flat front and rear.",11,123
18370aaa-23d0-43fd-94a1-eee894baaa89,"Car with distinct tiered roof, flat side panels, and evenly spaced rectangular protrusions on the surface.",25,115,1
18370aaa-23d0-43fd-94a1-eee894baaa89,"A car with a rectangular, blocky form, featuring a tiered roof composed of several layered sections. The sides are smooth with carefully positioned recesses. Rectangular projections on the roof and rear suggest a balanced geometric layout, while the front section has a squared, compact look.",11,44
e690a39e-b265-48e6-8506-c5b7df5621bc,Compact car with angular and blocky form.,68,275
e690a39e-b265-48e6-8506-c5b7df5621bc,Box-shaped car featuring a tiered roof and geometric sides.,57,214
e690a39e-b265-48e6-8506-c5b7df5621bc,"Rectangular car with a layered design, including a stepped roof and flat front and rear.",54,303
e690a39e-b265-48e6-8506-c5b7df5621bc,"Car with distinct tiered roof, flat side panels, and evenly spaced rectangular protrusions on the surface.",28,248
e690a39e-b265-48e6-8506-c5b7df5621bc,"A car with a rectangular, blocky form, featuring a tiered roof composed of several layered sections. The sides are smooth with carefully positioned recesses. Rectangular projections on the roof and rear suggest a balanced geometric layout, while the front section has a squared, compact look.",125,597
a3f75d17-2832-47dc-9ad5-93cc4ee499a7,"Car with layered segments, angular contours, and blocky form.",50,471
a3f75d17-2832-47dc-9ad5-93cc4ee499a7,Angularly contoured vehicle with stepped sides and a compact frame.,38,212
a3f75d17-2832-47dc-9ad5-93cc4ee499a7,"Vehicle featuring a stepped design, angular edges, and connected segments.",43,62
a3f75d17-2832-47dc-9ad5-93cc4ee499a7,"The car has a layered chassis, stepped sides, and well-defined angular contours.",29,205
a3f75d17-2832-47dc-9ad5-93cc4ee499a7,"Blocky car design with a compact, geometric frame. Sides are stepped with multiple layers, creating angular contours. The front features a protruding segment, transitioning to a wider rear.顶部 The roof is flat, integrating into the overall angular aesthetic.",1,52,168
69c36470-8082-4d6d-85c2-e66a5dd4da55,"Car with layered segments, angular contours, and blocky form.",6,51
69c36470-8082-4d6d-85c2-e66a5dd4da55,Angularly contoured vehicle with stepped sides and a compact frame.,12,13
69c36470-8082-4d6d-85c2-e66a5dd4da55,"Vehicle featuring a stepped design, angular edges, and connected segments.",37,114
69c36470-8082-4d6d-85c2-e66a5dd4da55,"The car has a layered chassis, stepped sides, and well-defined angular contours.",66,98
69c36470-8082-4d6d-85c2-e66a5dd4da55,"Blocky car design with a compact, geometric frame. Sides are stepped with multiple layers, creating angular contours. The front features a protruding segment, transitioning to a wider rear.顶部 The roof is flat, integrating into the overall angular aesthetic.",37,124
6440ca35-d1a5-46cb-932a-d07030611298,Compact car shape with layered geometric elements.,28,353
6440ca35-d1a5-46cb-932a-d07030611298,Rectangular car form with a sloped front and stacked rear.,5,94
6440ca35-d1a5-46cb-932a-d07030611298,"Car with a boxy outline, sloping roof, and tiered rear.",11,28
6440ca35-d1a5-46cb-932a-d07030611298,"Small geometric car with a flat roof, slanted front, and stepped back.",281,861,1
6440ca35-d1a5-46cb-932a-d07030611298,"Rectangular car featuring a sloped front leading to a flat top. The back gradually steps upward with block layers, accentuating a tiered design. Its sides have a slightly protruding midsection, creating a subtle bulging effect.",9,42
956c901b-23ef-4ffd-9e06-4c705ff34cb1,Compact car shape with layered geometric elements.,34,190,1
956c901b-23ef-4ffd-9e06-4c705ff34cb1,Rectangular car form with a sloped front and stacked rear.,148,421
956c901b-23ef-4ffd-9e06-4c705ff34cb1,"Car with a boxy outline, sloping roof, and tiered rear.",5,127
956c901b-23ef-4ffd-9e06-4c705ff34cb1,"Small geometric car with a flat roof, slanted front, and stepped back.",25,110
956c901b-23ef-4ffd-9e06-4c705ff34cb1,"Rectangular car featuring a sloped front leading to a flat top. The back gradually steps upward with block layers, accentuating a tiered design. Its sides have a slightly protruding midsection, creating a subtle bulging effect.",43,164
93efdb8f-40c2-40a0-871d-a3e83b76c7ad,Compact car with defined geometric structure.,11,52
93efdb8f-40c2-40a0-871d-a3e83b76c7ad,A small car featuring a rectangular body and angular edges.,32,246
93efdb8f-40c2-40a0-871d-a3e83b76c7ad,"Car with a blocky form, a boxy roof, and precise square corners.",4,12
93efdb8f-40c2-40a0-871d-a3e83b76c7ad,"The vehicle has a box-like main body with a subtly sloped front and a flat rear end, complemented by distinct layered panels.",281,1045
93efdb8f-40c2-40a0-871d-a3e83b76c7ad,"A compact car composed of a rectangular main body, a slightly elevated hood, and a flattened roof. The roof slants gently towards a squared rear, while each side showcases layered formations.",1,1
851d8b02-e05b-421e-9168-3274241b6e48,Compact car with defined geometric structure.,29,134
